"V1","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"6976","130.9","133.7","18.95","","","","","","","","",""
"6977","131.0","133.7","18.95","","","","","","","","",""
"6978","130.9","133.7","18.95","","","","","","","","",""
"6979","130.9","133.7","18.95","","","","","","","","",""
"6980","130.9","133.7","18.95","","","","","","","","",""
"6981","130.9","133.7","18.95","","","","","","","","",""
"6982","130.9","133.7","18.95","","","","","","","","",""
"6983","130.9","133.7","18.96","","","","","","","","",""
"6984","130.9","133.7","18.95","","","","","","","","",""
"6985","130.9","133.7","18.95","","","","","","","","",""
"6986","130.9","133.7","18.95","","","","","","","","",""
"6987","130.9","133.7","18.95","","","","","","","","",""
"6988","130.9","134.1","18.96","","","","","","","","",""
"6989","130.9","133.7","18.96","","","","","","","","",""
"6990","130.9","133.7","18.95","","","","","","","","",""
"6991","130.9","133.7","18.95","","","","","","","","",""
"6992","130.9","133.3","18.95","","","","","","","","",""
"6993","130.9","133.7","18.95","","","","","","","","",""
"6994","130.9","133.7","18.95","","","","","","","","",""
"6995","130.9","133.7","18.95","","","","","","","","",""
"6996","130.9","133.7","18.95","","","","","","","","",""
"6997","130.9","133.7","18.95","","","","","","","","",""
"6998","130.9","133.7","18.95","","","","","","","","",""
"6999","130.9","133.7","18.95","","","","","","","","",""
"7000","130.9","133.7","18.95","","","","","","","","",""
"7001","130.9","134.1","18.95","","","","","","","","",""
"7002","130.9","133.7","18.95","","","","","","","","",""
"7003","130.9","133.7","18.95","","","","","","","","",""
"7004","130.9","133.7","18.95","","","","","","","","",""
"7005","130.9","134.1","18.95","","","","","","","","",""
"7006","130.9","133.7","18.95","","","","","","","","",""
"7007","130.9","133.7","18.95","","","","","","","","",""
"7008","130.9","133.7","18.95","","","","","","","","",""
"7009","130.9","134.1","18.96","","","","","","","","",""
"7010","130.9","133.7","18.95","","","","","","","","",""
"7011","130.9","133.7","18.95","","","","","","","","",""
"7012","130.9","133.7","18.94","","","","","","","","",""
"7013","130.9","133.7","18.95","","","","","","","","",""
"7014","131.0","133.7","18.95","","","","","","","","",""
"7015","130.9","133.7","18.95","","","","","","","","",""
"7016","130.9","133.7","18.94","","","","","","","","",""
"7017","130.9","133.7","18.95","","","","","","","","",""
"7018","130.9","133.7","18.95","","","","","","","","",""
"7019","130.9","133.7","18.95","","","","","","","","",""
"7020","130.9","133.7","18.95","","","","","","","","",""
"7021","130.9","133.7","18.95","","","","","","","","",""
"7022","130.9","133.3","18.95","","","","","","","","",""
"7023","130.9","133.7","18.95","","","","","","","","",""
"7024","130.9","133.7","18.95","","","","","","","","",""
"7025","130.9","133.7","18.95","","","","","","","","",""
"7026","130.9","133.7","18.94","","","","","","","","",""
"7027","130.9","133.7","18.95","","","","","","","","",""
"7028","130.9","133.7","18.94","","","","","","","","",""
"7029","130.9","133.7","18.95","","","","","","","","",""
"7030","130.9","133.7","18.95","","","","","","","","",""
"7031","130.9","133.7","18.94","","","","","","","","",""
"7032","130.9","133.7","18.95","","","","","","","","",""
"7033","130.9","133.7","18.94","","","","","","","","",""
"7034","130.9","133.7","18.94","","","","","","","","",""
"7035","130.9","133.3","18.95","","","","","","","","",""
"7036","130.9","133.7","18.94","","","","","","","","",""
"7037","130.9","133.7","18.95","","","","","","","","",""
"7038","130.9","134.1","18.94","","","","","","","","",""
"7039","130.9","133.7","18.95","","","","","","","","",""
"7040","130.9","133.7","18.94","","","","","","","","",""
"7041","130.9","133.7","18.94","","","","","","","","",""
"7042","130.9","133.7","18.94","","","","","","","","",""
"7043","130.9","134.1","18.94","","","","","","","","",""
"7044","130.9","133.7","18.95","","","","","","","","",""
"7045","130.9","133.7","18.94","","","","","","","","",""
"7046","130.9","133.7","18.94","","","","","","","","",""
"7047","130.9","133.7","18.95","","","","","","","","",""
"7048","130.9","133.7","18.95","","","","","","","","",""
"7049","130.9","133.7","18.94","","","","","","","","",""
"7050","130.9","133.7","18.94","","","","","","","","",""
"7051","130.9","133.7","18.94","","","","","","","","",""
"7052","130.9","133.7","18.94","","","","","","","","",""
"7053","130.9","133.3","18.94","","","","","","","","",""
"7054","130.9","133.7","18.94","","","","","","","","",""
"7055","130.9","133.7","18.94","","","","","","","","",""
"7056","130.9","133.7","18.94","","","","","","","","",""
"7057","130.9","133.7","18.94","","","","","","","","",""
"7058","130.9","133.7","18.94","","","","","","","","",""
"7059","130.9","133.7","18.94","","","","","","","","",""
"7060","130.9","133.7","18.94","","","","","","","","",""
"7061","130.9","133.7","18.94","","","","","","","","",""
"7062","130.9","133.7","18.94","","","","","","","","",""
"7063","130.9","133.7","18.95","","","","","","","","",""
"7064","130.9","133.7","18.94","","","","","","","","",""
"7065","130.9","133.7","18.94","","","","","","","","",""
"7066","130.9","133.7","18.94","","","","","","","","",""
"7067","130.9","133.7","18.94","","","","","","","","",""
"7068","130.9","133.7","18.94","","","","","","","","",""
"7069","130.9","133.7","18.94","","","","","","","","",""
"7070","130.9","133.7","18.94","","","","","","","","",""
"7071","130.9","133.7","18.94","","","","","","","","",""
"7072","130.9","133.7","18.94","","","","","","","","",""
"7073","130.9","133.7","18.92","","","","","","","","",""
"7074","130.9","133.7","18.94","","","","","","","","",""
"7075","130.9","133.7","18.94","","","","","","","","",""
"7076","130.9","133.7","18.92","","","","","","","","",""
"7077","130.9","133.7","18.92","","","","","","","","",""
"7078","130.9","133.7","18.92","","","","","","","","",""
"7079","130.9","133.7","18.92","","","","","","","","",""
"7080","130.9","134.1","18.94","","","","","","","","",""
"7081","130.9","133.7","18.94","","","","","","","","",""
"7082","130.9","133.7","18.94","","","","","","","","",""
"7083","130.9","133.7","18.92","","","","","","","","",""
"7084","130.9","133.7","18.92","","","","","","","","",""
"7085","130.9","133.7","18.92","","","","","","","","",""
"7086","130.9","133.7","18.92","","","","","","","","",""
"7087","130.9","133.4","18.92","","","","","","","","",""
"7088","130.9","133.7","18.92","","","","","","","","",""
"7089","130.9","133.7","18.92","","","","","","","","",""
"7090","130.9","133.7","18.92","","","","","","","","",""
"7091","130.9","133.7","18.92","","","","","","","","",""
"7092","130.9","133.7","18.94","","","","","","","","",""
"7093","130.9","133.7","18.94","","","","","","","","",""
"7094","130.9","133.7","18.92","","","","","","","","",""
"7095","130.9","133.7","18.92","","","","","","","","",""
"7096","130.9","133.7","18.92","","","","","","","","",""
"7097","130.9","133.7","18.92","","","","","","","","",""
"7098","130.9","133.7","18.92","","","","","","","","",""
"7099","130.9","133.7","18.92","","","","","","","","",""
"7100","130.9","133.7","18.92","","","","","","","","",""
"7101","130.9","133.7","18.92","","","","","","","","",""
"7102","130.9","133.7","18.92","","","","","","","","",""
"7103","130.9","133.7","18.92","","","","","","","","",""
"7104","130.9","133.7","18.92","","","","","","","","",""
"7105","130.9","133.7","18.94","","","","","","","","",""
"7106","130.9","133.3","18.94","","","","","","","","",""
"7107","130.9","133.7","18.92","","","","","","","","",""
"7108","130.9","133.7","18.92","","","","","","","","",""
"7109","130.9","133.4","18.92","","","","","","","","",""
"7110","130.9","133.7","18.92","","","","","","","","",""
"7111","130.9","133.4","18.92","","","","","","","","",""
"7112","130.9","133.7","18.92","","","","","","","","",""
"7113","130.9","133.7","18.92","","","","","","","","",""
"7114","130.9","133.7","18.92","","","","","","","","",""
"7115","130.9","133.7","18.92","","","","","","","","",""
"7116","130.9","133.7","18.92","","","","","","","","",""
"7117","130.9","133.7","18.94","","","","","","","","",""
"7118","130.9","133.7","18.92","","","","","","","","",""
"7119","130.9","133.7","18.92","","","","","","","","",""
"7120","130.9","133.7","18.94","","","","","","","","",""
"7121","130.9","133.7","18.92","","","","","","","","",""
"7122","130.9","133.7","18.92","","","","","","","","",""
"7123","130.9","133.7","18.92","","","","","","","","",""
"7124","130.9","134.1","18.92","","","","","","","","",""
"7125","130.9","133.4","18.92","","","","","","","","",""
"7126","130.9","133.7","18.92","","","","","","","","",""
"7127","130.9","133.7","18.92","","","","","","","","",""
"7128","130.9","133.7","18.92","","","","","","","","",""
"7129","130.9","133.7","18.92","","","","","","","","",""
"7130","130.9","133.4","18.91","","","","","","","","",""
"7131","130.9","133.7","18.92","","","","","","","","",""
"7132","130.9","133.7","18.92","","","","","","","","",""
"7133","130.8","133.7","18.92","","","","","","","","",""
"7134","130.9","133.4","18.91","","","","","","","","",""
"7135","130.9","133.7","18.92","","","","","","","","",""
"7136","130.9","133.7","18.92","","","","","","","","",""
"7137","130.9","133.7","18.92","","","","","","","","",""
"7138","130.9","133.7","18.92","","","","","","","","",""
"7139","130.9","133.7","18.92","","","","","","","","",""
"7140","130.9","133.7","18.92","","","","","","","","",""
"7141","130.9","133.7","18.92","","","","","","","","",""
"7142","130.9","133.7","18.92","","","","","","","","",""
"7143","130.9","133.7","18.92","","","","","","","","",""
"7144","130.9","133.7","18.92","","","","","","","","",""
"7145","130.9","133.7","18.92","","","","","","","","",""
"7146","130.9","133.7","18.92","","","","","","","","",""
"7147","130.9","133.7","18.92","","","","","","","","",""
"7148","130.9","133.7","18.91","","","","","","","","",""
"7149","130.9","133.7","18.92","","","","","","","","",""
"7150","130.9","133.4","18.91","","","","","","","","",""
"7151","130.9","133.7","18.91","","","","","","","","",""
"7152","130.9","133.7","18.91","","","","","","","","",""
"7153","130.9","133.7","18.92","","","","","","","","",""
"7154","130.9","133.7","18.92","","","","","","","","",""
"7155","130.9","133.7","18.92","","","","","","","","",""
"7156","130.9","133.7","18.91","","","","","","","","",""
"7157","130.9","133.7","18.91","","","","","","","","",""
"7158","130.9","133.7","18.91","","","","","","","","",""
"7159","130.9","133.4","18.91","","","","","","","","",""
"7160","130.8","133.7","18.92","","","","","","","","",""
"7161","130.9","133.7","18.91","","","","","","","","",""
"7162","130.9","133.7","18.91","","","","","","","","",""
"7163","130.9","133.7","18.91","","","","","","","","",""
"7164","130.9","133.7","18.91","","","","","","","","",""
"7165","130.9","133.4","18.91","","","","","","","","",""
"7166","130.9","133.7","18.91","","","","","","","","",""
"7167","130.9","133.7","18.92","","","","","","","","",""
"7168","130.9","133.7","18.91","","","","","","","","",""
"7169","130.9","133.7","18.91","","","","","","","","",""
"7170","130.9","133.7","18.91","","","","","","","","",""
"7171","130.9","133.7","18.91","","","","","","","","",""
"7172","130.9","133.7","18.91","","","","","","","","",""
"7173","130.9","133.4","18.91","","","","","","","","",""
"7174","130.9","133.7","18.91","","","","","","","","",""
"7175","130.9","133.7","18.91","","","","","","","","",""
"7176","130.9","133.7","18.91","","","","","","","","",""
"7177","130.9","133.7","18.91","","","","","","","","",""
"7178","130.9","133.7","18.91","","","","","","","","",""
"7179","130.9","133.7","18.91","","","","","","","","",""
"7180","130.9","133.7","18.91","","","","","","","","",""
"7181","130.9","133.7","18.91","","","","","","","","",""
"7182","130.9","133.4","18.91","","","","","","","","",""
"7183","130.9","133.7","18.91","","","","","","","","",""
"7184","130.9","133.4","18.91","","","","","","","","",""
"7185","130.9","133.7","18.91","","","","","","","","",""
"7186","130.9","133.7","18.91","","","","","","","","",""
"7187","130.9","133.7","18.91","","","","","","","","",""
"7188","130.9","133.7","18.91","","","","","","","","",""
"7189","130.9","133.7","18.91","","","","","","","","",""
"7190","130.9","133.7","18.91","","","","","","","","",""
"7191","130.9","133.7","18.91","","","","","","","","",""
"7192","130.9","133.7","18.90","","","","","","","","",""
"7193","130.9","133.4","18.90","","","","","","","","",""
"7194","130.9","133.4","18.91","","","","","","","","",""
"7195","130.9","133.7","18.91","","","","","","","","",""
"7196","130.9","133.7","18.91","","","","","","","","",""
"7197","130.9","133.7","18.91","","","","","","","","",""
"7198","130.9","133.7","18.91","","","","","","","","",""
"7199","130.9","133.7","18.91","","","","","","","","",""
"7200","130.9","133.7","18.91","","","","","","","","",""
"7201","130.9","133.7","18.91","","","","","","","","",""
"7202","130.9","133.7","18.91","","","","","","","","",""
"7203","130.8","133.7","18.91","","","","","","","","",""
"7204","130.9","133.7","18.91","","","","","","","","",""
"7205","130.9","133.7","18.90","","","","","","","","",""
"7206","130.9","133.7","18.91","","","","","","","","",""
"7207","130.9","133.7","18.91","","","","","","","","",""
"7208","130.9","133.7","18.90","","","","","","","","",""
"7209","130.9","133.7","18.91","","","","","","","","",""
"7210","130.9","133.7","18.91","","","","","","","","",""
"7211","130.9","133.4","18.90","","","","","","","","",""
"7212","130.9","133.7","18.90","","","","","","","","",""
"7213","130.9","133.7","18.91","","","","","","","","",""
"7214","130.9","133.7","18.91","","","","","","","","",""
"7215","130.9","133.4","18.90","","","","","","","","",""
"7216","130.8","133.4","18.90","","","","","","","","",""
"7217","130.9","133.7","18.90","","","","","","","","",""
"7218","130.8","133.4","18.90","","","","","","","","",""
"7219","130.9","133.7","18.91","","","","","","","","",""
"7220","130.9","133.7","18.90","","","","","","","","",""
"7221","130.9","133.4","18.91","","","","","","","","",""
"7222","130.8","133.4","18.90","","","","","","","","",""
"7223","130.9","133.7","18.90","","","","","","","","",""
"7224","130.9","133.4","18.91","","","","","","","","",""
"7225","130.9","133.4","18.90","","","","","","","","",""
"7226","130.9","133.4","18.90","","","","","","","","",""
"7227","130.9","133.7","18.90","","","","","","","","",""
"7228","130.9","133.7","18.90","","","","","","","","",""
"7229","130.9","133.7","18.90","","","","","","","","",""
"7230","130.8","133.7","18.90","","","","","","","","",""
"7231","130.9","133.7","18.90","","","","","","","","",""
"7232","130.9","133.7","18.90","","","","","","","","",""
"7233","130.9","133.7","18.90","","","","","","","","",""
"7234","130.8","133.7","18.90","","","","","","","","",""
"7235","130.9","133.7","18.90","","","","","","","","",""
"7236","130.9","133.7","18.90","","","","","","","","",""
"7237","130.9","133.4","18.90","","","","","","","","",""
"7238","130.8","133.7","18.90","","","","","","","","",""
"7239","130.9","133.7","18.90","","","","","","","","",""
"7240","130.9","133.7","18.90","","","","","","","","",""
"7241","130.9","133.7","18.90","","","","","","","","",""
"7242","130.9","133.7","18.90","","","","","","","","",""
"7243","130.9","133.7","18.90","","","","","","","","",""
"7244","130.9","133.7","18.90","","","","","","","","",""
"7245","130.9","133.7","18.90","","","","","","","","",""
"7246","130.9","133.4","18.90","","","","","","","","",""
"7247","130.9","133.7","18.90","","","","","","","","",""
"7248","130.9","133.4","18.90","","","","","","","","",""
"7249","130.9","133.7","18.90","","","","","","","","",""
"7250","130.9","133.4","18.90","","","","","","","","",""
"7251","130.9","133.7","18.90","","","","","","","","",""
"7252","130.9","133.7","18.90","","","","","","","","",""
"7253","130.8","133.7","18.90","","","","","","","","",""
"7254","130.8","133.4","18.90","","","","","","","","",""
"7255","130.9","133.7","18.90","","","","","","","","",""
"7256","130.8","133.7","18.90","","","","","","","","",""
"7257","130.9","133.7","18.90","","","","","","","","",""
"7258","130.8","133.7","18.90","","","","","","","","",""
"7259","130.9","133.7","18.90","","","","","","","","",""
"7260","130.9","133.4","18.90","","","","","","","","",""
"7261","130.9","133.7","18.90","","","","","","","","",""
"7262","130.9","133.4","18.90","","","","","","","","",""
"7263","130.9","133.7","18.90","","","","","","","","",""
"7264","130.9","133.7","18.90","","","","","","","","",""
"7265","130.9","133.7","18.90","","","","","","","","",""
"7266","130.8","133.4","18.90","","","","","","","","",""
"7267","130.9","133.7","18.90","","","","","","","","",""
"7268","130.9","133.7","18.90","","","","","","","","",""
"7269","130.9","133.7","18.90","","","","","","","","",""
"7270","130.8","133.7","18.90","","","","","","","","",""
"7271","130.9","133.7","18.88","","","","","","","","",""
"7272","130.9","133.7","18.90","","","","","","","","",""
"7273","130.8","133.7","18.90","","","","","","","","",""
"7274","130.9","133.7","18.90","","","","","","","","",""
"7275","130.9","133.7","18.88","","","","","","","","",""
"7276","130.9","133.7","18.88","","","","","","","","",""
"7277","130.9","133.4","18.90","","","","","","","","",""
"7278","130.9","133.7","18.88","","","","","","","","",""
"7279","130.8","133.7","18.88","","","","","","","","",""
"7280","130.8","133.4","18.90","","","","","","","","",""
"7281","130.9","133.7","18.88","","","","","","","","",""
"7282","130.9","133.7","18.88","","","","","","","","",""
"7283","130.9","133.7","18.88","","","","","","","","",""
"7284","130.9","133.4","18.88","","","","","","","","",""
"7285","130.9","133.7","18.88","","","","","","","","",""
"7286","130.9","133.4","18.88","","","","","","","","",""
"7287","130.8","133.4","18.90","","","","","","","","",""
"7288","130.8","133.4","18.88","","","","","","","","",""
"7289","130.8","133.4","18.88","","","","","","","","",""
"7290","130.8","133.7","18.88","","","","","","","","",""
"7291","130.9","133.7","18.88","","","","","","","","",""
"7292","130.9","133.7","18.88","","","","","","","","",""
"7293","130.9","133.4","18.88","","","","","","","","",""
"7294","130.9","133.4","18.90","","","","","","","","",""
"7295","130.9","133.7","18.88","","","","","","","","",""
"7296","130.8","133.7","18.88","","","","","","","","",""
"7297","130.9","133.7","18.88","","","","","","","","",""
"7298","130.9","133.7","18.88","","","","","","","","",""
"7299","130.9","133.7","18.88","","","","","","","","",""
"7300","130.9","133.7","18.88","","","","","","","","",""
"7301","130.8","133.7","18.88","","","","","","","","",""
"7302","130.8","133.7","18.88","","","","","","","","",""
"7303","130.8","133.7","18.88","","","","","","","","",""
"7304","130.8","133.7","18.88","","","","","","","","",""
"7305","130.8","133.4","18.88","","","","","","","","",""
"7306","130.9","133.7","18.88","","","","","","","","",""
"7307","130.9","133.7","18.88","","","","","","","","",""
"7308","130.8","133.7","18.88","","","","","","","","",""
"7309","130.9","133.4","18.88","","","","","","","","",""
"7310","130.8","133.7","18.88","","","","","","","","",""
"7311","130.9","133.7","18.88","","","","","","","","",""
"7312","130.8","133.7","18.88","","","","","","","","",""
"7313","130.9","133.7","18.88","","","","","","","","",""
"7314","130.9","133.7","18.88","","","","","","","","",""
"7315","130.9","133.7","18.88","","","","","","","","",""
"7316","130.9","133.7","18.88","","","","","","","","",""
"7317","130.8","133.4","18.88","","","","","","","","",""
"7318","130.8","133.7","18.88","","","","","","","","",""
"7319","130.8","133.7","18.88","","","","","","","","",""
"7320","130.9","133.7","18.88","","","","","","","","",""
"7321","130.8","133.7","18.88","","","","","","","","",""
"7322","130.9","133.7","18.88","","","","","","","","",""
"7323","130.8","133.7","18.88","","","","","","","","",""
"7324","130.8","133.7","18.88","","","","","","","","",""
"7325","130.8","133.7","18.88","","","","","","","","",""
"7326","130.8","133.7","18.88","","","","","","","","",""
"7327","130.8","133.4","18.88","","","","","","","","",""
"7328","130.8","133.7","18.88","","","","","","","","",""
"7329","130.8","133.7","18.88","","","","","","","","",""
"7330","130.9","133.7","18.88","","","","","","","","",""
"7331","130.8","133.7","18.88","","","","","","","","",""
"7332","130.8","133.7","18.88","","","","","","","","",""
"7333","130.8","133.7","18.88","","","","","","","","",""
"7334","130.8","133.4","18.88","","","","","","","","",""
"7335","130.8","133.7","18.88","","","","","","","","",""
"7336","130.8","133.7","18.88","","","","","","","","",""
"7337","130.8","133.7","18.88","","","","","","","","",""
"7338","130.9","133.7","18.88","","","","","","","","",""
"7339","130.9","133.7","18.88","","","","","","","","",""
"7340","130.9","133.7","18.88","","","","","","","","",""
"7341","130.9","133.7","18.88","","","","","","","","",""
"7342","130.9","133.7","18.87","","","","","","","","",""
"7343","130.9","133.7","18.88","","","","","","","","",""
"7344","130.9","133.4","18.88","","","","","","","","",""
"7345","130.8","133.4","18.87","","","","","","","","",""
"7346","130.9","133.4","18.88","","","","","","","","",""
"7347","130.9","133.7","18.88","","","","","","","","",""
"7348","130.9","133.7","18.88","","","","","","","","",""
"7349","130.8","133.7","18.88","","","","","","","","",""
"7350","130.8","133.7","18.87","","","","","","","","",""
"7351","130.8","133.7","18.87","","","","","","","","",""
"7352","130.8","133.7","18.88","","","","","","","","",""
"7353","130.8","133.7","18.87","","","","","","","","",""
"7354","130.8","133.4","18.87","","","","","","","","",""
"7355","130.8","133.4","18.87","","","","","","","","",""
"7356","130.9","133.7","18.88","","","","","","","","",""
"7357","130.8","133.7","18.87","","","","","","","","",""
"7358","130.8","133.7","18.87","","","","","","","","",""
"7359","130.8","133.7","18.87","","","","","","","","",""
"7360","130.8","133.4","18.87","","","","","","","","",""
"7361","130.8","133.7","18.88","","","","","","","","",""
"7362","130.9","133.4","18.87","","","","","","","","",""
"7363","130.8","133.7","18.87","","","","","","","","",""
"7364","130.8","133.4","18.87","","","","","","","","",""
"7365","130.9","133.7","18.87","","","","","","","","",""
"7366","130.9","133.7","18.87","","","","","","","","",""
"7367","130.8","133.7","18.87","","","","","","","","",""
"7368","130.8","133.7","18.87","","","","","","","","",""
"7369","130.8","133.7","18.87","","","","","","","","",""
"7370","130.9","133.7","18.88","","","","","","","","",""
"7371","130.8","133.7","18.87","","","","","","","","",""
"7372","130.8","133.7","18.87","","","","","","","","",""
"7373","130.8","133.7","18.87","","","","","","","","",""
"7374","130.8","133.7","18.87","","","","","","","","",""
"7375","130.8","133.7","18.87","","","","","","","","",""
"7376","130.8","133.7","18.87","","","","","","","","",""
"7377","130.8","133.7","18.87","","","","","","","","",""
"7378","130.8","133.7","18.87","","","","","","","","",""
"7379","130.9","133.7","18.87","","","","","","","","",""
"7380","130.8","133.4","18.87","","","","","","","","",""
"7381","130.8","133.4","18.87","","","","","","","","",""
"7382","130.8","133.7","18.87","","","","","","","","",""
"7383","130.8","133.7","18.87","","","","","","","","",""
"7384","130.8","133.7","18.87","","","","","","","","",""
"7385","130.8","133.4","18.87","","","","","","","","",""
"7386","130.8","133.4","18.87","","","","","","","","",""
"7387","130.8","133.7","18.87","","","","","","","","",""
"7388","130.8","133.4","18.87","","","","","","","","",""
"7389","130.8","133.7","18.87","","","","","","","","",""
"7390","130.8","133.4","18.88","","","","","","","","",""
"7391","130.8","133.4","18.87","","","","","","","","",""
"7392","130.8","133.4","18.87","","","","","","","","",""
"7393","130.8","133.4","18.86","","","","","","","","",""
"7394","130.8","133.7","18.87","","","","","","","","",""
"7395","130.8","133.7","18.87","","","","","","","","",""
"7396","130.7","133.7","18.87","","","","","","","","",""
"7397","130.8","133.7","18.86","","","","","","","","",""
"7398","130.8","133.4","18.87","","","","","","","","",""
"7399","130.8","133.7","18.87","","","","","","","","",""
"7400","130.8","133.7","18.87","","","","","","","","",""
"7401","130.8","133.4","18.87","","","","","","","","",""
"7402","130.9","133.7","18.87","","","","","","","","",""
"7403","130.8","133.7","18.86","","","","","","","","",""
"7404","130.8","133.7","18.87","","","","","","","","",""
"7405","130.8","133.7","18.86","","","","","","","","",""
"7406","130.8","133.7","18.87","","","","","","","","",""
"7407","130.8","133.7","18.86","","","","","","","","",""
"7408","130.8","133.7","18.86","","","","","","","","",""
"7409","130.8","133.7","18.86","","","","","","","","",""
"7410","130.8","133.4","18.86","","","","","","","","",""
"7411","130.8","133.7","18.87","","","","","","","","",""
"7412","130.8","133.7","18.86","","","","","","","","",""
"7413","130.9","133.7","18.86","","","","","","","","",""
"7414","130.8","133.7","18.86","","","","","","","","",""
"7415","130.8","133.7","18.87","","","","","","","","",""
"7416","130.8","133.4","18.86","","","","","","","","",""
"7417","130.8","133.7","18.86","","","","","","","","",""
"7418","130.8","133.4","18.87","","","","","","","","",""
"7419","130.8","133.4","18.86","","","","","","","","",""
"7420","130.8","133.4","18.87","","","","","","","","",""
"7421","130.8","133.4","18.86","","","","","","","","",""
"7422","130.8","133.7","18.86","","","","","","","","",""
"7423","130.8","133.7","18.86","","","","","","","","",""
"7424","130.8","133.4","18.86","","","","","","","","",""
"7425","130.9","133.7","18.86","","","","","","","","",""
"7426","130.8","133.7","18.86","","","","","","","","",""
"7427","130.8","133.7","18.86","","","","","","","","",""
"7428","130.8","133.7","18.86","","","","","","","","",""
"7429","130.8","133.7","18.86","","","","","","","","",""
"7430","130.8","133.7","18.86","","","","","","","","",""
"7431","130.8","133.7","18.86","","","","","","","","",""
"7432","130.8","133.7","18.86","","","","","","","","",""
"7433","130.8","133.7","18.86","","","","","","","","",""
"7434","130.8","133.4","18.86","","","","","","","","",""
"7435","130.8","133.7","18.86","","","","","","","","",""
"7436","130.8","133.4","18.86","","","","","","","","",""
"7437","130.8","133.7","18.86","","","","","","","","",""
"7438","130.7","133.7","18.86","","","","","","","","",""
"7439","130.8","133.4","18.86","","","","","","","","",""
"7440","130.8","133.4","18.86","","","","","","","","",""
"7441","130.8","133.7","18.86","","","","","","","","",""
"7442","130.8","133.7","18.86","","","","","","","","",""
"7443","130.8","133.4","18.86","","","","","","","","",""
"7444","130.8","133.7","18.84","","","","","","","","",""
"7445","130.8","133.7","18.86","","","","","","","","",""
"7446","130.7","133.7","18.86","","","","","","","","",""
"7447","130.8","133.7","18.86","","","","","","","","",""
"7448","130.7","133.4","18.86","","","","","","","","",""
"7449","130.8","133.7","18.86","","","","","","","","",""
"7450","130.7","133.4","18.86","","","","","","","","",""
"7451","130.8","133.7","18.86","","","","","","","","",""
"7452","130.8","133.4","18.86","","","","","","","","",""
"7453","130.7","133.7","18.86","","","","","","","","",""
"7454","130.8","133.7","18.86","","","","","","","","",""
"7455","130.8","133.4","18.86","","","","","","","","",""
"7456","130.8","133.7","18.86","","","","","","","","",""
"7457","130.8","133.4","18.84","","","","","","","","",""
"7458","130.7","133.4","18.86","","","","","","","","",""
"7459","130.7","133.7","18.86","","","","","","","","",""
"7460","130.8","133.4","18.84","","","","","","","","",""
"7461","130.8","133.7","18.86","","","","","","","","",""
"7462","130.8","133.7","18.86","","","","","","","","",""
"7463","130.7","133.7","18.84","","","","","","","","",""
"7464","130.8","133.4","18.84","","","","","","","","",""
"7465","130.8","133.7","18.84","","","","","","","","",""
"7466","130.8","133.4","18.86","","","","","","","","",""
"7467","130.8","133.7","18.84","","","","","","","","",""
"7468","130.8","133.7","18.84","","","","","","","","",""
"7469","130.8","133.7","18.84","","","","","","","","",""
"7470","130.7","133.4","18.84","","","","","","","","",""
"7471","130.8","133.4","18.86","","","","","","","","",""
"7472","130.8","133.4","18.84","","","","","","","","",""
"7473","130.7","133.4","18.84","","","","","","","","",""
"7474","130.8","133.7","18.86","","","","","","","","",""
"7475","130.8","133.4","18.86","","","","","","","","",""
"7476","130.8","133.4","18.86","","","","","","","","",""
"7477","130.8","133.4","18.84","","","","","","","","",""
"7478","130.7","133.7","18.86","","","","","","","","",""
"7479","130.8","133.4","18.84","","","","","","","","",""
"7480","130.7","133.4","18.84","","","","","","","","",""
"7481","130.7","133.7","18.84","","","","","","","","",""
"7482","130.8","133.7","18.84","","","","","","","","",""
"7483","130.8","133.4","18.84","","","","","","","","",""
"7484","130.7","133.4","18.84","","","","","","","","",""
"7485","130.8","133.4","18.84","","","","","","","","",""
"7486","130.8","133.7","18.84","","","","","","","","",""
"7487","130.8","133.4","18.84","","","","","","","","",""
"7488","130.8","133.4","18.84","","","","","","","","",""
"7489","130.7","133.7","18.84","","","","","","","","",""
"7490","130.7","133.7","18.84","","","","","","","","",""
"7491","130.7","133.4","18.84","","","","","","","","",""
"7492","130.7","133.7","18.84","","","","","","","","",""
"7493","130.7","133.7","18.84","","","","","","","","",""
"7494","130.7","133.7","18.84","","","","","","","","",""
"7495","130.8","133.7","18.84","","","","","","","","",""
"7496","130.8","133.4","18.84","","","","","","","","",""
"7497","130.8","133.4","18.84","","","","","","","","",""
"7498","130.8","133.4","18.84","","","","","","","","",""
"7499","130.7","133.4","18.84","","","","","","","","",""
"7500","130.7","133.4","18.84","","","","","","","","",""
"7501","130.7","133.4","18.84","","","","","","","","",""
"7502","130.7","133.7","18.84","","","","","","","","",""
"7503","130.7","133.7","18.84","","","","","","","","",""
"7504","130.7","133.4","18.84","","","","","","","","",""
"7505","130.8","133.7","18.84","","","","","","","","",""
"7506","130.8","133.4","18.84","","","","","","","","",""
"7507","130.8","133.4","18.84","","","","","","","","",""
"7508","130.8","133.7","18.84","","","","","","","","",""
"7509","130.7","133.4","18.84","","","","","","","","",""
"7510","130.8","133.4","18.84","","","","","","","","",""
"7511","130.7","133.4","18.84","","","","","","","","",""
