"Plot Title: mgas_station_4"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458)","Full Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458, LBL: SC)","Temp, °C (LGR S/N: 10559458, SEN S/N: 10559458)","Coupler Detached (LGR S/N: 10559458)","Bad Battery (LGR S/N: 10559458)","End Of File (LGR S/N: 10559458)"
5626,05/25/23 07:48:45 PM,101.5,102.8,19.45,,,
5627,05/25/23 07:48:50 PM,101.4,102.8,19.45,,,
5628,05/25/23 07:48:55 PM,101.4,102.8,19.45,,,
5629,05/25/23 07:49:00 PM,101.4,102.8,19.43,,,
5630,05/25/23 07:49:05 PM,101.4,102.8,19.45,,,
5631,05/25/23 07:49:10 PM,101.5,102.4,19.43,,,
5632,05/25/23 07:49:15 PM,101.4,102.8,19.43,,,
5633,05/25/23 07:49:20 PM,101.4,102.8,19.43,,,
5634,05/25/23 07:49:25 PM,101.4,102.8,19.43,,,
5635,05/25/23 07:49:30 PM,101.4,102.8,19.45,,,
5636,05/25/23 07:49:35 PM,101.5,102.8,19.43,,,
5637,05/25/23 07:49:40 PM,101.4,102.8,19.43,,,
5638,05/25/23 07:49:45 PM,101.4,102.8,19.43,,,
5639,05/25/23 07:49:50 PM,101.4,102.8,19.45,,,
5640,05/25/23 07:49:55 PM,101.4,102.8,19.43,,,
5641,05/25/23 07:50:00 PM,101.4,102.8,19.43,,,
5642,05/25/23 07:50:05 PM,101.4,102.8,19.43,,,
5643,05/25/23 07:50:10 PM,101.4,102.8,19.45,,,
5644,05/25/23 07:50:15 PM,101.5,102.8,19.43,,,
5645,05/25/23 07:50:20 PM,101.5,102.8,19.45,,,
5646,05/25/23 07:50:25 PM,101.5,102.8,19.45,,,
5647,05/25/23 07:50:30 PM,101.4,102.8,19.43,,,
5648,05/25/23 07:50:35 PM,101.4,102.8,19.43,,,
5649,05/25/23 07:50:40 PM,101.4,102.8,19.43,,,
5650,05/25/23 07:50:45 PM,101.5,102.8,19.43,,,
5651,05/25/23 07:50:50 PM,101.4,103.2,19.45,,,
5652,05/25/23 07:50:55 PM,101.4,102.8,19.43,,,
5653,05/25/23 07:51:00 PM,101.5,102.8,19.43,,,
5654,05/25/23 07:51:05 PM,101.5,102.8,19.43,,,
5655,05/25/23 07:51:10 PM,101.4,102.8,19.43,,,
5656,05/25/23 07:51:15 PM,101.5,102.8,19.43,,,
5657,05/25/23 07:51:20 PM,101.4,102.8,19.43,,,
5658,05/25/23 07:51:25 PM,101.5,102.8,19.43,,,
5659,05/25/23 07:51:30 PM,101.4,103.2,19.45,,,
5660,05/25/23 07:51:35 PM,101.4,102.8,19.43,,,
5661,05/25/23 07:51:40 PM,101.4,102.8,19.45,,,
5662,05/25/23 07:51:45 PM,101.5,102.8,19.43,,,
5663,05/25/23 07:51:50 PM,101.4,102.8,19.43,,,
5664,05/25/23 07:51:55 PM,101.5,102.8,19.43,,,
5665,05/25/23 07:52:00 PM,101.5,102.8,19.43,,,
5666,05/25/23 07:52:05 PM,101.4,102.8,19.43,,,
5667,05/25/23 07:52:10 PM,101.5,102.8,19.43,,,
5668,05/25/23 07:52:15 PM,101.4,102.8,19.43,,,
5669,05/25/23 07:52:20 PM,101.5,102.8,19.43,,,
5670,05/25/23 07:52:25 PM,101.4,102.8,19.45,,,
5671,05/25/23 07:52:30 PM,101.4,102.8,19.43,,,
5672,05/25/23 07:52:35 PM,101.4,102.8,19.43,,,
5673,05/25/23 07:52:40 PM,101.5,102.8,19.45,,,
5674,05/25/23 07:52:45 PM,101.5,102.8,19.45,,,
5675,05/25/23 07:52:50 PM,101.5,102.8,19.43,,,
5676,05/25/23 07:52:55 PM,101.4,102.8,19.43,,,
5677,05/25/23 07:53:00 PM,101.4,102.8,19.43,,,
5678,05/25/23 07:53:05 PM,101.5,102.8,19.43,,,
5679,05/25/23 07:53:10 PM,101.5,102.4,19.43,,,
5680,05/25/23 07:53:15 PM,101.4,102.8,19.43,,,
5681,05/25/23 07:53:20 PM,101.5,102.8,19.43,,,
5682,05/25/23 07:53:25 PM,101.4,102.8,19.43,,,
5683,05/25/23 07:53:30 PM,101.5,102.8,19.43,,,
5684,05/25/23 07:53:35 PM,101.4,102.8,19.43,,,
5685,05/25/23 07:53:40 PM,101.5,102.8,19.43,,,
5686,05/25/23 07:53:45 PM,101.5,102.8,19.43,,,
5687,05/25/23 07:53:50 PM,101.5,102.8,19.43,,,
5688,05/25/23 07:53:55 PM,101.5,102.8,19.43,,,
5689,05/25/23 07:54:00 PM,101.5,102.8,19.43,,,
5690,05/25/23 07:54:05 PM,101.5,102.8,19.43,,,
5691,05/25/23 07:54:10 PM,101.4,102.8,19.45,,,
5692,05/25/23 07:54:15 PM,101.5,102.8,19.43,,,
5693,05/25/23 07:54:20 PM,101.4,102.8,19.43,,,
5694,05/25/23 07:54:25 PM,101.5,102.8,19.43,,,
5695,05/25/23 07:54:30 PM,101.5,102.8,19.43,,,
5696,05/25/23 07:54:35 PM,101.5,102.8,19.43,,,
5697,05/25/23 07:54:40 PM,101.5,102.8,19.43,,,
5698,05/25/23 07:54:45 PM,101.4,102.8,19.43,,,
5699,05/25/23 07:54:50 PM,101.5,102.8,19.43,,,
5700,05/25/23 07:54:55 PM,101.5,102.8,19.43,,,
5701,05/25/23 07:55:00 PM,101.5,102.8,19.43,,,
5702,05/25/23 07:55:05 PM,101.4,102.8,19.43,,,
5703,05/25/23 07:55:10 PM,101.5,102.8,19.43,,,
5704,05/25/23 07:55:15 PM,101.5,102.8,19.43,,,
5705,05/25/23 07:55:20 PM,101.5,102.8,19.43,,,
5706,05/25/23 07:55:25 PM,101.5,102.8,19.43,,,
5707,05/25/23 07:55:30 PM,101.4,102.8,19.43,,,
5708,05/25/23 07:55:35 PM,101.4,102.8,19.43,,,
5709,05/25/23 07:55:40 PM,101.5,102.8,19.43,,,
5710,05/25/23 07:55:45 PM,101.5,102.8,19.42,,,
5711,05/25/23 07:55:50 PM,101.5,102.8,19.43,,,
5712,05/25/23 07:55:55 PM,101.5,102.8,19.43,,,
5713,05/25/23 07:56:00 PM,101.5,102.8,19.43,,,
5714,05/25/23 07:56:05 PM,101.5,102.8,19.43,,,
5715,05/25/23 07:56:10 PM,101.4,102.8,19.42,,,
5716,05/25/23 07:56:15 PM,101.5,102.8,19.42,,,
5717,05/25/23 07:56:20 PM,101.5,102.8,19.43,,,
5718,05/25/23 07:56:25 PM,101.5,102.8,19.43,,,
5719,05/25/23 07:56:30 PM,101.5,102.8,19.43,,,
5720,05/25/23 07:56:35 PM,101.6,103.2,19.43,,,
5721,05/25/23 07:56:40 PM,101.5,102.8,19.43,,,
5722,05/25/23 07:56:45 PM,101.6,102.8,19.42,,,
5723,05/25/23 07:56:50 PM,101.5,102.8,19.43,,,
5724,05/25/23 07:56:55 PM,101.5,102.8,19.42,,,
5725,05/25/23 07:57:00 PM,101.5,102.8,19.43,,,
5726,05/25/23 07:57:05 PM,101.5,102.8,19.43,,,
5727,05/25/23 07:57:10 PM,101.5,102.8,19.43,,,
5728,05/25/23 07:57:15 PM,101.5,102.8,19.43,,,
5729,05/25/23 07:57:20 PM,101.5,102.8,19.43,,,
5730,05/25/23 07:57:25 PM,101.5,102.8,19.43,,,
5731,05/25/23 07:57:30 PM,101.5,102.8,19.43,,,
5732,05/25/23 07:57:35 PM,101.5,102.8,19.43,,,
5733,05/25/23 07:57:40 PM,101.4,102.8,19.43,,,
5734,05/25/23 07:57:45 PM,101.5,102.8,19.43,,,
5735,05/25/23 07:57:50 PM,101.5,102.8,19.43,,,
5736,05/25/23 07:57:55 PM,101.5,102.8,19.43,,,
5737,05/25/23 07:58:00 PM,101.4,102.8,19.43,,,
5738,05/25/23 07:58:05 PM,101.5,102.8,19.42,,,
5739,05/25/23 07:58:10 PM,101.5,102.8,19.42,,,
5740,05/25/23 07:58:15 PM,101.5,103.2,19.43,,,
5741,05/25/23 07:58:20 PM,101.5,102.8,19.43,,,
5742,05/25/23 07:58:25 PM,101.5,102.8,19.43,,,
5743,05/25/23 07:58:30 PM,101.4,102.8,19.43,,,
5744,05/25/23 07:58:35 PM,101.4,102.8,19.43,,,
5745,05/25/23 07:58:40 PM,101.5,102.8,19.43,,,
5746,05/25/23 07:58:45 PM,101.5,102.8,19.43,,,
5747,05/25/23 07:58:50 PM,101.5,102.8,19.43,,,
5748,05/25/23 07:58:55 PM,101.5,102.8,19.43,,,
5749,05/25/23 07:59:00 PM,101.5,102.8,19.43,,,
5750,05/25/23 07:59:05 PM,101.5,102.8,19.43,,,
5751,05/25/23 07:59:10 PM,101.5,102.8,19.42,,,
5752,05/25/23 07:59:15 PM,101.5,102.8,19.43,,,
5753,05/25/23 07:59:20 PM,101.5,102.8,19.43,,,
5754,05/25/23 07:59:25 PM,101.5,102.8,19.43,,,
5755,05/25/23 07:59:30 PM,101.5,102.8,19.43,,,
5756,05/25/23 07:59:35 PM,101.5,102.8,19.43,,,
5757,05/25/23 07:59:40 PM,101.5,102.8,19.43,,,
5758,05/25/23 07:59:45 PM,101.5,102.8,19.43,,,
5759,05/25/23 07:59:50 PM,101.5,102.8,19.43,,,
5760,05/25/23 07:59:55 PM,101.5,102.8,19.43,,,
5761,05/25/23 08:00:00 PM,101.5,102.8,19.43,,,
5762,05/25/23 08:00:05 PM,101.5,102.8,19.43,,,
5763,05/25/23 08:00:10 PM,101.5,102.8,19.43,,,
5764,05/25/23 08:00:15 PM,101.5,102.8,19.43,,,
5765,05/25/23 08:00:20 PM,101.5,102.8,19.43,,,
5766,05/25/23 08:00:25 PM,101.5,102.8,19.43,,,
5767,05/25/23 08:00:30 PM,101.5,102.8,19.43,,,
5768,05/25/23 08:00:35 PM,101.5,102.8,19.42,,,
5769,05/25/23 08:00:40 PM,101.5,102.8,19.43,,,
5770,05/25/23 08:00:45 PM,101.5,102.8,19.43,,,
5771,05/25/23 08:00:50 PM,101.6,102.8,19.43,,,
5772,05/25/23 08:00:55 PM,101.5,102.8,19.43,,,
5773,05/25/23 08:01:00 PM,101.5,102.8,19.43,,,
5774,05/25/23 08:01:05 PM,101.6,102.8,19.43,,,
5775,05/25/23 08:01:10 PM,101.6,102.8,19.43,,,
5776,05/25/23 08:01:15 PM,101.5,102.8,19.42,,,
5777,05/25/23 08:01:20 PM,101.5,102.8,19.42,,,
5778,05/25/23 08:01:25 PM,101.6,102.8,19.43,,,
5779,05/25/23 08:01:30 PM,101.6,102.8,19.42,,,
5780,05/25/23 08:01:35 PM,101.5,102.8,19.42,,,
5781,05/25/23 08:01:40 PM,101.5,102.8,19.42,,,
5782,05/25/23 08:01:45 PM,101.6,102.8,19.43,,,
5783,05/25/23 08:01:50 PM,101.6,102.8,19.43,,,
5784,05/25/23 08:01:55 PM,101.6,102.8,19.43,,,
5785,05/25/23 08:02:00 PM,101.5,102.8,19.42,,,
5786,05/25/23 08:02:05 PM,101.5,102.8,19.42,,,
5787,05/25/23 08:02:10 PM,101.5,102.8,19.43,,,
5788,05/25/23 08:02:15 PM,101.5,103.2,19.43,,,
5789,05/25/23 08:02:20 PM,101.5,103.2,19.43,,,
5790,05/25/23 08:02:25 PM,101.5,102.8,19.42,,,
5791,05/25/23 08:02:30 PM,101.5,102.8,19.42,,,
5792,05/25/23 08:02:35 PM,101.5,102.8,19.42,,,
5793,05/25/23 08:02:40 PM,101.6,102.8,19.43,,,
5794,05/25/23 08:02:45 PM,101.5,102.8,19.43,,,
5795,05/25/23 08:02:50 PM,101.6,103.2,19.42,,,
5796,05/25/23 08:02:55 PM,101.5,102.8,19.42,,,
5797,05/25/23 08:03:00 PM,101.5,102.8,19.42,,,
5798,05/25/23 08:03:05 PM,101.5,102.8,19.42,,,
5799,05/25/23 08:03:10 PM,101.6,102.8,19.43,,,
5800,05/25/23 08:03:15 PM,101.5,102.8,19.42,,,
5801,05/25/23 08:03:20 PM,101.5,103.2,19.43,,,
5802,05/25/23 08:03:25 PM,101.6,102.8,19.42,,,
5803,05/25/23 08:03:30 PM,101.5,102.8,19.43,,,
5804,05/25/23 08:03:35 PM,101.5,103.2,19.42,,,
5805,05/25/23 08:03:40 PM,101.6,102.8,19.42,,,
5806,05/25/23 08:03:45 PM,101.6,102.8,19.43,,,
5807,05/25/23 08:03:50 PM,101.5,102.8,19.41,,,
5808,05/25/23 08:03:55 PM,101.6,102.8,19.42,,,
5809,05/25/23 08:04:00 PM,101.5,102.8,19.42,,,
5810,05/25/23 08:04:05 PM,101.6,102.8,19.42,,,
5811,05/25/23 08:04:10 PM,101.6,103.2,19.42,,,
5812,05/25/23 08:04:15 PM,101.6,103.2,19.43,,,
5813,05/25/23 08:04:20 PM,101.6,103.2,19.43,,,
5814,05/25/23 08:04:25 PM,101.6,102.8,19.43,,,
5815,05/25/23 08:04:30 PM,101.6,103.2,19.43,,,
5816,05/25/23 08:04:35 PM,101.5,102.8,19.43,,,
5817,05/25/23 08:04:40 PM,101.6,102.8,19.42,,,
5818,05/25/23 08:04:45 PM,101.6,102.8,19.43,,,
5819,05/25/23 08:04:50 PM,101.6,103.2,19.42,,,
5820,05/25/23 08:04:55 PM,101.6,103.2,19.42,,,
5821,05/25/23 08:05:00 PM,101.5,102.8,19.42,,,
5822,05/25/23 08:05:05 PM,101.6,103.2,19.42,,,
5823,05/25/23 08:05:10 PM,101.6,102.8,19.42,,,
5824,05/25/23 08:05:15 PM,101.6,102.8,19.43,,,
5825,05/25/23 08:05:20 PM,101.6,102.8,19.43,,,
5826,05/25/23 08:05:25 PM,101.6,103.2,19.42,,,
5827,05/25/23 08:05:30 PM,101.5,102.8,19.42,,,
5828,05/25/23 08:05:35 PM,101.6,102.8,19.43,,,
5829,05/25/23 08:05:40 PM,101.6,102.8,19.43,,,
5830,05/25/23 08:05:45 PM,101.6,102.8,19.43,,,
5831,05/25/23 08:05:50 PM,101.5,102.8,19.42,,,
5832,05/25/23 08:05:55 PM,101.6,102.8,19.42,,,
5833,05/25/23 08:06:00 PM,101.6,102.8,19.42,,,
5834,05/25/23 08:06:05 PM,101.6,102.8,19.43,,,
5835,05/25/23 08:06:10 PM,101.6,102.8,19.42,,,
5836,05/25/23 08:06:15 PM,101.6,102.8,19.42,,,
5837,05/25/23 08:06:20 PM,101.6,102.8,19.42,,,
5838,05/25/23 08:06:25 PM,101.6,102.8,19.42,,,
5839,05/25/23 08:06:30 PM,101.5,103.2,19.42,,,
5840,05/25/23 08:06:35 PM,101.5,102.8,19.42,,,
5841,05/25/23 08:06:40 PM,101.5,102.8,19.42,,,
5842,05/25/23 08:06:45 PM,101.6,102.8,19.42,,,
5843,05/25/23 08:06:50 PM,101.5,102.8,19.43,,,
5844,05/25/23 08:06:55 PM,101.6,103.2,19.42,,,
5845,05/25/23 08:07:00 PM,101.5,102.8,19.42,,,
5846,05/25/23 08:07:05 PM,101.6,102.8,19.42,,,
5847,05/25/23 08:07:10 PM,101.5,102.8,19.42,,,
5848,05/25/23 08:07:15 PM,101.6,102.8,19.42,,,
5849,05/25/23 08:07:20 PM,101.6,103.2,19.42,,,
5850,05/25/23 08:07:25 PM,101.6,102.8,19.43,,,
5851,05/25/23 08:07:30 PM,101.6,102.8,19.42,,,
5852,05/25/23 08:07:35 PM,101.6,102.8,19.42,,,
5853,05/25/23 08:07:40 PM,101.6,102.8,19.42,,,
5854,05/25/23 08:07:45 PM,101.6,102.8,19.42,,,
5855,05/25/23 08:07:50 PM,101.6,102.8,19.42,,,
5856,05/25/23 08:07:55 PM,101.6,102.8,19.42,,,
5857,05/25/23 08:08:00 PM,101.6,102.8,19.42,,,
5858,05/25/23 08:08:05 PM,101.5,102.8,19.42,,,
5859,05/25/23 08:08:10 PM,101.6,102.8,19.42,,,
5860,05/25/23 08:08:15 PM,101.6,102.8,19.42,,,
5861,05/25/23 08:08:20 PM,101.5,102.8,19.41,,,
5862,05/25/23 08:08:25 PM,101.6,102.8,19.41,,,
5863,05/25/23 08:08:30 PM,101.6,102.8,19.42,,,
5864,05/25/23 08:08:35 PM,101.6,102.8,19.41,,,
5865,05/25/23 08:08:40 PM,101.5,102.8,19.42,,,
5866,05/25/23 08:08:45 PM,101.6,103.2,19.42,,,
5867,05/25/23 08:08:50 PM,101.6,102.8,19.42,,,
5868,05/25/23 08:08:55 PM,101.6,102.8,19.42,,,
5869,05/25/23 08:09:00 PM,101.6,102.8,19.42,,,
5870,05/25/23 08:09:05 PM,101.6,102.8,19.42,,,
5871,05/25/23 08:09:10 PM,101.6,102.8,19.43,,,
5872,05/25/23 08:09:15 PM,101.6,102.8,19.42,,,
5873,05/25/23 08:09:20 PM,101.6,102.8,19.42,,,
5874,05/25/23 08:09:25 PM,101.6,102.8,19.42,,,
5875,05/25/23 08:09:30 PM,101.6,102.8,19.41,,,
5876,05/25/23 08:09:35 PM,101.6,102.8,19.42,,,
5877,05/25/23 08:09:40 PM,101.6,102.8,19.41,,,
5878,05/25/23 08:09:45 PM,101.6,102.8,19.42,,,
5879,05/25/23 08:09:50 PM,101.6,102.8,19.42,,,
5880,05/25/23 08:09:55 PM,101.6,103.2,19.42,,,
5881,05/25/23 08:10:00 PM,101.6,102.8,19.42,,,
5882,05/25/23 08:10:05 PM,101.6,102.8,19.42,,,
5883,05/25/23 08:10:10 PM,101.6,102.8,19.42,,,
5884,05/25/23 08:10:15 PM,101.6,102.8,19.42,,,
5885,05/25/23 08:10:20 PM,101.6,102.8,19.42,,,
5886,05/25/23 08:10:25 PM,101.6,102.8,19.42,,,
5887,05/25/23 08:10:30 PM,101.6,102.8,19.43,,,
5888,05/25/23 08:10:35 PM,101.6,102.8,19.43,,,
5889,05/25/23 08:10:40 PM,101.6,102.8,19.42,,,
5890,05/25/23 08:10:45 PM,101.6,103.2,19.42,,,
5891,05/25/23 08:10:50 PM,101.6,102.8,19.42,,,
5892,05/25/23 08:10:55 PM,101.6,102.8,19.42,,,
5893,05/25/23 08:11:00 PM,101.6,102.8,19.41,,,
5894,05/25/23 08:11:05 PM,101.6,102.8,19.42,,,
5895,05/25/23 08:11:10 PM,101.6,102.8,19.42,,,
5896,05/25/23 08:11:15 PM,101.6,102.8,19.42,,,
5897,05/25/23 08:11:20 PM,101.6,102.8,19.42,,,
5898,05/25/23 08:11:25 PM,101.6,102.8,19.42,,,
5899,05/25/23 08:11:30 PM,101.6,102.8,19.42,,,
5900,05/25/23 08:11:35 PM,101.6,102.8,19.42,,,
5901,05/25/23 08:11:40 PM,101.6,102.8,19.42,,,
5902,05/25/23 08:11:45 PM,101.6,102.8,19.42,,,
5903,05/25/23 08:11:50 PM,101.6,102.8,19.42,,,
5904,05/25/23 08:11:55 PM,101.6,103.2,19.42,,,
5905,05/25/23 08:12:00 PM,101.6,103.2,19.41,,,
5906,05/25/23 08:12:05 PM,101.6,103.2,19.42,,,
5907,05/25/23 08:12:10 PM,101.6,103.2,19.42,,,
5908,05/25/23 08:12:15 PM,101.6,103.2,19.42,,,
5909,05/25/23 08:12:20 PM,101.6,102.8,19.42,,,
5910,05/25/23 08:12:25 PM,101.6,102.8,19.42,,,
5911,05/25/23 08:12:30 PM,101.6,102.8,19.42,,,
5912,05/25/23 08:12:35 PM,101.6,102.8,19.41,,,
5913,05/25/23 08:12:40 PM,101.6,103.2,19.42,,,
5914,05/25/23 08:12:45 PM,101.6,103.2,19.42,,,
5915,05/25/23 08:12:50 PM,101.6,102.8,19.42,,,
5916,05/25/23 08:12:55 PM,101.6,102.8,19.42,,,
5917,05/25/23 08:13:00 PM,101.6,103.2,19.42,,,
5918,05/25/23 08:13:05 PM,101.6,102.8,19.42,,,
5919,05/25/23 08:13:10 PM,101.6,102.8,19.41,,,
5920,05/25/23 08:13:15 PM,101.6,102.8,19.41,,,
5921,05/25/23 08:13:20 PM,101.6,102.8,19.42,,,
5922,05/25/23 08:13:25 PM,101.6,102.8,19.41,,,
5923,05/25/23 08:13:30 PM,101.6,102.8,19.42,,,
5924,05/25/23 08:13:35 PM,101.6,102.8,19.41,,,
5925,05/25/23 08:13:40 PM,101.6,102.8,19.41,,,
5926,05/25/23 08:13:45 PM,101.6,103.2,19.41,,,
5927,05/25/23 08:13:50 PM,101.6,103.2,19.42,,,
5928,05/25/23 08:13:55 PM,101.6,103.2,19.42,,,
5929,05/25/23 08:14:00 PM,101.6,102.8,19.42,,,
5930,05/25/23 08:14:05 PM,101.6,102.8,19.42,,,
5931,05/25/23 08:14:10 PM,101.6,102.8,19.41,,,
5932,05/25/23 08:14:15 PM,101.6,103.2,19.42,,,
5933,05/25/23 08:14:20 PM,101.6,103.2,19.42,,,
5934,05/25/23 08:14:25 PM,101.6,103.2,19.42,,,
5935,05/25/23 08:14:30 PM,101.6,102.8,19.41,,,
5936,05/25/23 08:14:35 PM,101.6,103.2,19.42,,,
5937,05/25/23 08:14:40 PM,101.6,102.8,19.42,,,
5938,05/25/23 08:14:45 PM,101.6,103.2,19.41,,,
5939,05/25/23 08:14:50 PM,101.6,103.2,19.42,,,
5940,05/25/23 08:14:55 PM,101.6,102.8,19.42,,,
5941,05/25/23 08:15:00 PM,101.6,103.2,19.41,,,
5942,05/25/23 08:15:05 PM,101.6,103.2,19.42,,,
5943,05/25/23 08:15:10 PM,101.6,102.8,19.41,,,
5944,05/25/23 08:15:15 PM,101.6,102.8,19.42,,,
5945,05/25/23 08:15:20 PM,101.6,103.2,19.42,,,
5946,05/25/23 08:15:25 PM,101.6,103.2,19.41,,,
5947,05/25/23 08:15:30 PM,101.6,103.2,19.42,,,
5948,05/25/23 08:15:35 PM,101.6,102.8,19.42,,,
5949,05/25/23 08:15:40 PM,101.6,103.2,19.41,,,
5950,05/25/23 08:15:45 PM,101.6,102.8,19.42,,,
5951,05/25/23 08:15:50 PM,101.6,102.8,19.42,,,
5952,05/25/23 08:15:55 PM,101.6,102.8,19.41,,,
5953,05/25/23 08:16:00 PM,101.6,102.8,19.41,,,
5954,05/25/23 08:16:05 PM,101.6,102.8,19.41,,,
5955,05/25/23 08:16:10 PM,101.6,102.8,19.41,,,
5956,05/25/23 08:16:15 PM,101.6,102.8,19.41,,,
5957,05/25/23 08:16:20 PM,101.6,102.8,19.41,,,
5958,05/25/23 08:16:25 PM,101.6,103.2,19.42,,,
5959,05/25/23 08:16:30 PM,101.6,102.8,19.41,,,
5960,05/25/23 08:16:35 PM,101.6,103.2,19.41,,,
5961,05/25/23 08:16:40 PM,101.6,102.8,19.41,,,
5962,05/25/23 08:16:45 PM,101.6,102.8,19.41,,,
5963,05/25/23 08:16:50 PM,101.6,103.2,19.41,,,
5964,05/25/23 08:16:55 PM,101.6,103.2,19.41,,,
5965,05/25/23 08:17:00 PM,101.6,102.8,19.41,,,
5966,05/25/23 08:17:05 PM,101.6,102.8,19.41,,,
5967,05/25/23 08:17:10 PM,101.6,103.2,19.41,,,
5968,05/25/23 08:17:15 PM,101.6,102.8,19.41,,,
5969,05/25/23 08:17:20 PM,101.6,102.8,19.42,,,
5970,05/25/23 08:17:25 PM,101.6,103.2,19.42,,,
5971,05/25/23 08:17:30 PM,101.6,103.2,19.41,,,
5972,05/25/23 08:17:35 PM,101.6,102.8,19.39,,,
5973,05/25/23 08:17:40 PM,101.6,102.8,19.41,,,
5974,05/25/23 08:17:45 PM,101.6,103.2,19.41,,,
5975,05/25/23 08:17:50 PM,101.6,102.8,19.41,,,
5976,05/25/23 08:17:55 PM,101.6,102.8,19.41,,,
5977,05/25/23 08:18:00 PM,101.6,102.8,19.41,,,
5978,05/25/23 08:18:05 PM,101.6,102.8,19.39,,,
5979,05/25/23 08:18:10 PM,101.6,102.8,19.41,,,
5980,05/25/23 08:18:15 PM,101.6,103.2,19.41,,,
5981,05/25/23 08:18:20 PM,101.6,102.8,19.41,,,
5982,05/25/23 08:18:25 PM,101.6,103.2,19.41,,,
5983,05/25/23 08:18:30 PM,101.6,102.8,19.41,,,
5984,05/25/23 08:18:35 PM,101.6,102.8,19.41,,,
5985,05/25/23 08:18:40 PM,101.6,103.2,19.41,,,
5986,05/25/23 08:18:45 PM,101.6,102.8,19.41,,,
5987,05/25/23 08:18:50 PM,101.6,103.2,19.41,,,
5988,05/25/23 08:18:55 PM,101.6,102.8,19.41,,,
5989,05/25/23 08:19:00 PM,101.6,103.2,19.42,,,
5990,05/25/23 08:19:05 PM,101.6,102.8,19.41,,,
5991,05/25/23 08:19:10 PM,101.6,103.2,19.41,,,
5992,05/25/23 08:19:15 PM,101.6,102.8,19.41,,,
5993,05/25/23 08:19:20 PM,101.6,103.2,19.42,,,
5994,05/25/23 08:19:25 PM,101.6,102.8,19.39,,,
5995,05/25/23 08:19:30 PM,101.6,102.8,19.39,,,
5996,05/25/23 08:19:35 PM,101.6,103.2,19.41,,,
5997,05/25/23 08:19:40 PM,101.6,102.8,19.41,,,
5998,05/25/23 08:19:45 PM,101.6,103.2,19.41,,,
5999,05/25/23 08:19:50 PM,101.6,102.8,19.41,,,
6000,05/25/23 08:19:55 PM,101.6,103.2,19.41,,,
6001,05/25/23 08:20:00 PM,101.6,102.8,19.41,,,
6002,05/25/23 08:20:05 PM,101.6,102.8,19.41,,,
6003,05/25/23 08:20:10 PM,101.6,103.2,19.41,,,
6004,05/25/23 08:20:15 PM,101.6,102.8,19.39,,,
6005,05/25/23 08:20:20 PM,101.6,103.2,19.41,,,
6006,05/25/23 08:20:25 PM,101.6,102.8,19.41,,,
6007,05/25/23 08:20:30 PM,101.6,103.2,19.41,,,
6008,05/25/23 08:20:35 PM,101.6,102.8,19.41,,,
6009,05/25/23 08:20:40 PM,101.6,102.8,19.39,,,
6010,05/25/23 08:20:45 PM,101.6,103.2,19.41,,,
6011,05/25/23 08:20:50 PM,101.6,102.8,19.41,,,
6012,05/25/23 08:20:55 PM,101.6,103.2,19.41,,,
6013,05/25/23 08:21:00 PM,101.6,102.8,19.41,,,
6014,05/25/23 08:21:05 PM,101.6,103.2,19.41,,,
6015,05/25/23 08:21:10 PM,101.6,103.2,19.39,,,
6016,05/25/23 08:21:15 PM,101.6,102.8,19.41,,,
6017,05/25/23 08:21:20 PM,101.6,103.2,19.41,,,
6018,05/25/23 08:21:25 PM,101.6,102.8,19.41,,,
6019,05/25/23 08:21:30 PM,101.6,103.2,19.41,,,
6020,05/25/23 08:21:35 PM,101.6,103.2,19.39,,,
6021,05/25/23 08:21:40 PM,101.7,103.2,19.39,,,
6022,05/25/23 08:21:45 PM,101.6,103.2,19.41,,,
6023,05/25/23 08:21:50 PM,101.6,102.8,19.41,,,
6024,05/25/23 08:21:55 PM,101.7,103.2,19.41,,,
6025,05/25/23 08:22:00 PM,101.6,103.2,19.41,,,
6026,05/25/23 08:22:05 PM,101.6,103.2,19.39,,,
6027,05/25/23 08:22:10 PM,101.7,103.2,19.41,,,
6028,05/25/23 08:22:15 PM,101.6,103.2,19.39,,,
6029,05/25/23 08:22:20 PM,101.6,103.2,19.41,,,
6030,05/25/23 08:22:25 PM,101.7,103.2,19.41,,,
6031,05/25/23 08:22:30 PM,101.6,103.2,19.39,,,
6032,05/25/23 08:22:35 PM,101.6,102.8,19.41,,,
6033,05/25/23 08:22:40 PM,101.6,103.2,19.41,,,
6034,05/25/23 08:22:45 PM,101.6,102.8,19.41,,,
6035,05/25/23 08:22:50 PM,101.6,103.2,19.41,,,
6036,05/25/23 08:22:55 PM,101.6,103.2,19.41,,,
6037,05/25/23 08:23:00 PM,101.6,103.2,19.41,,,
6038,05/25/23 08:23:05 PM,101.6,103.2,19.39,,,
6039,05/25/23 08:23:10 PM,101.6,102.8,19.39,,,
6040,05/25/23 08:23:15 PM,101.6,102.8,19.41,,,
6041,05/25/23 08:23:20 PM,101.6,102.8,19.39,,,
6042,05/25/23 08:23:25 PM,101.7,103.2,19.39,,,
6043,05/25/23 08:23:30 PM,101.7,103.2,19.39,,,
