"Plot Title: mgas_station_1"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10395024, SEN S/N: 10395024)","Full Range, μS/cm (LGR S/N: 10395024, SEN S/N: 10395024)","Temp, °C (LGR S/N: 10395024, SEN S/N: 10395024)","Coupler Detached (LGR S/N: 10395024)","End Of File (LGR S/N: 10395024)"
4821,05/25/23 06:41:40 PM,130.2,132.9,19.19,,
4822,05/25/23 06:41:45 PM,130.2,132.9,19.19,,
4823,05/25/23 06:41:50 PM,130.2,133.3,19.19,,
4824,05/25/23 06:41:55 PM,130.2,133.3,19.19,,
4825,05/25/23 06:42:00 PM,130.2,132.9,19.19,,
4826,05/25/23 06:42:05 PM,130.2,132.9,19.19,,
4827,05/25/23 06:42:10 PM,130.2,132.9,19.19,,
4828,05/25/23 06:42:15 PM,130.2,132.9,19.19,,
4829,05/25/23 06:42:20 PM,130.2,133.3,19.19,,
4830,05/25/23 06:42:25 PM,130.2,133.3,19.19,,
4831,05/25/23 06:42:30 PM,130.2,133.3,19.20,,
4832,05/25/23 06:42:35 PM,130.2,132.9,19.19,,
4833,05/25/23 06:42:40 PM,130.2,132.9,19.19,,
4834,05/25/23 06:42:45 PM,130.2,133.3,19.20,,
4835,05/25/23 06:42:50 PM,130.3,132.9,19.19,,
4836,05/25/23 06:42:55 PM,130.2,132.9,19.19,,
4837,05/25/23 06:43:00 PM,130.3,132.9,19.20,,
4838,05/25/23 06:43:05 PM,130.2,132.9,19.19,,
4839,05/25/23 06:43:10 PM,130.2,133.3,19.19,,
4840,05/25/23 06:43:15 PM,130.2,133.3,19.19,,
4841,05/25/23 06:43:20 PM,130.2,133.3,19.19,,
4842,05/25/23 06:43:25 PM,130.2,132.9,19.19,,
4843,05/25/23 06:43:30 PM,130.2,132.9,19.19,,
4844,05/25/23 06:43:35 PM,130.2,132.9,19.20,,
4845,05/25/23 06:43:40 PM,130.2,133.3,19.19,,
4846,05/25/23 06:43:45 PM,130.2,133.3,19.19,,
4847,05/25/23 06:43:50 PM,130.3,133.3,19.19,,
4848,05/25/23 06:43:55 PM,130.2,132.9,19.19,,
4849,05/25/23 06:44:00 PM,130.2,132.9,19.19,,
4850,05/25/23 06:44:05 PM,130.3,133.3,19.19,,
4851,05/25/23 06:44:10 PM,130.2,132.9,19.19,,
4852,05/25/23 06:44:15 PM,130.2,132.9,19.19,,
4853,05/25/23 06:44:20 PM,130.3,132.9,19.20,,
4854,05/25/23 06:44:25 PM,130.2,133.3,19.20,,
4855,05/25/23 06:44:30 PM,130.2,132.9,19.19,,
4856,05/25/23 06:44:35 PM,130.2,132.9,19.19,,
4857,05/25/23 06:44:40 PM,130.2,133.3,19.20,,
4858,05/25/23 06:44:45 PM,130.2,132.9,19.19,,
4859,05/25/23 06:44:50 PM,130.3,133.3,19.19,,
4860,05/25/23 06:44:55 PM,130.3,133.3,19.19,,
4861,05/25/23 06:45:00 PM,130.2,133.3,19.19,,
4862,05/25/23 06:45:05 PM,130.2,133.3,19.19,,
4863,05/25/23 06:45:10 PM,130.2,132.9,19.19,,
4864,05/25/23 06:45:15 PM,130.3,132.9,19.19,,
4865,05/25/23 06:45:20 PM,130.2,133.3,19.19,,
4866,05/25/23 06:45:25 PM,130.2,133.3,19.19,,
4867,05/25/23 06:45:30 PM,130.2,133.3,19.20,,
4868,05/25/23 06:45:35 PM,130.2,132.9,19.19,,
4869,05/25/23 06:45:40 PM,130.2,133.3,19.19,,
4870,05/25/23 06:45:45 PM,130.2,132.9,19.19,,
4871,05/25/23 06:45:50 PM,130.2,133.3,19.20,,
4872,05/25/23 06:45:55 PM,130.2,133.3,19.19,,
4873,05/25/23 06:46:00 PM,130.3,133.3,19.19,,
4874,05/25/23 06:46:05 PM,130.3,133.3,19.19,,
4875,05/25/23 06:46:10 PM,130.3,132.9,19.19,,
4876,05/25/23 06:46:15 PM,130.2,133.3,19.19,,
4877,05/25/23 06:46:20 PM,130.2,133.3,19.20,,
4878,05/25/23 06:46:25 PM,130.2,133.3,19.19,,
4879,05/25/23 06:46:30 PM,130.2,132.9,19.19,,
4880,05/25/23 06:46:35 PM,130.2,132.9,19.19,,
4881,05/25/23 06:46:40 PM,130.2,133.3,19.19,,
4882,05/25/23 06:46:45 PM,130.2,133.3,19.19,,
4883,05/25/23 06:46:50 PM,130.2,133.3,19.20,,
4884,05/25/23 06:46:55 PM,130.3,133.3,19.20,,
4885,05/25/23 06:47:00 PM,130.2,133.3,19.19,,
4886,05/25/23 06:47:05 PM,130.2,133.3,19.19,,
4887,05/25/23 06:47:10 PM,130.2,132.9,19.19,,
4888,05/25/23 06:47:15 PM,130.2,132.9,19.19,,
4889,05/25/23 06:47:20 PM,130.3,132.9,19.20,,
4890,05/25/23 06:47:25 PM,130.2,133.3,19.19,,
4891,05/25/23 06:47:30 PM,130.3,133.3,19.19,,
4892,05/25/23 06:47:35 PM,130.2,132.9,19.19,,
4893,05/25/23 06:47:40 PM,130.2,133.3,19.20,,
4894,05/25/23 06:47:45 PM,130.2,133.3,19.20,,
4895,05/25/23 06:47:50 PM,130.3,133.3,19.19,,
4896,05/25/23 06:47:55 PM,130.3,133.3,19.20,,
4897,05/25/23 06:48:00 PM,130.2,132.9,19.19,,
4898,05/25/23 06:48:05 PM,130.2,133.3,19.20,,
4899,05/25/23 06:48:10 PM,130.2,133.3,19.19,,
4900,05/25/23 06:48:15 PM,130.2,133.3,19.19,,
4901,05/25/23 06:48:20 PM,130.2,133.3,19.19,,
4902,05/25/23 06:48:25 PM,130.3,132.9,19.20,,
4903,05/25/23 06:48:30 PM,130.3,133.3,19.20,,
4904,05/25/23 06:48:35 PM,130.3,133.3,19.19,,
4905,05/25/23 06:48:40 PM,130.2,133.3,19.19,,
4906,05/25/23 06:48:45 PM,130.3,132.9,19.20,,
4907,05/25/23 06:48:50 PM,130.2,133.3,19.19,,
4908,05/25/23 06:48:55 PM,130.3,133.3,19.19,,
4909,05/25/23 06:49:00 PM,130.2,133.3,19.20,,
4910,05/25/23 06:49:05 PM,130.3,133.3,19.20,,
4911,05/25/23 06:49:10 PM,130.2,133.3,19.20,,
4912,05/25/23 06:49:15 PM,130.3,133.3,19.20,,
4913,05/25/23 06:49:20 PM,130.3,133.3,19.20,,
4914,05/25/23 06:49:25 PM,130.3,133.3,19.20,,
4915,05/25/23 06:49:30 PM,130.2,133.3,19.19,,
4916,05/25/23 06:49:35 PM,130.3,132.9,19.20,,
4917,05/25/23 06:49:40 PM,130.3,133.3,19.19,,
4918,05/25/23 06:49:45 PM,130.3,133.3,19.20,,
4919,05/25/23 06:49:50 PM,130.3,132.9,19.19,,
4920,05/25/23 06:49:55 PM,130.3,133.3,19.19,,
4921,05/25/23 06:50:00 PM,130.2,132.9,19.20,,
4922,05/25/23 06:50:05 PM,130.2,133.3,19.19,,
4923,05/25/23 06:50:10 PM,130.3,132.9,19.20,,
4924,05/25/23 06:50:15 PM,130.2,132.9,19.19,,
4925,05/25/23 06:50:20 PM,130.3,132.9,19.20,,
4926,05/25/23 06:50:25 PM,130.3,133.3,19.19,,
4927,05/25/23 06:50:30 PM,130.3,133.3,19.19,,
4928,05/25/23 06:50:35 PM,130.3,133.3,19.20,,
4929,05/25/23 06:50:40 PM,130.2,133.3,19.19,,
4930,05/25/23 06:50:45 PM,130.3,132.9,19.20,,
4931,05/25/23 06:50:50 PM,130.3,132.9,19.19,,
4932,05/25/23 06:50:55 PM,130.3,133.3,19.19,,
4933,05/25/23 06:51:00 PM,130.3,133.3,19.19,,
4934,05/25/23 06:51:05 PM,130.3,133.3,19.19,,
4935,05/25/23 06:51:10 PM,130.3,132.9,19.19,,
4936,05/25/23 06:51:15 PM,130.3,132.9,19.20,,
4937,05/25/23 06:51:20 PM,130.3,133.3,19.20,,
4938,05/25/23 06:51:25 PM,130.3,133.3,19.20,,
4939,05/25/23 06:51:30 PM,130.3,133.3,19.20,,
4940,05/25/23 06:51:35 PM,130.3,133.3,19.19,,
4941,05/25/23 06:51:40 PM,130.4,133.3,19.20,,
4942,05/25/23 06:51:45 PM,130.3,132.9,19.20,,
4943,05/25/23 06:51:50 PM,130.3,133.3,19.20,,
4944,05/25/23 06:51:55 PM,130.3,132.9,19.19,,
4945,05/25/23 06:52:00 PM,130.3,133.3,19.20,,
4946,05/25/23 06:52:05 PM,130.2,133.3,19.20,,
4947,05/25/23 06:52:10 PM,130.3,133.3,19.20,,
4948,05/25/23 06:52:15 PM,130.3,132.9,19.20,,
4949,05/25/23 06:52:20 PM,130.3,133.3,19.20,,
4950,05/25/23 06:52:25 PM,130.3,133.3,19.20,,
4951,05/25/23 06:52:30 PM,130.3,133.3,19.20,,
4952,05/25/23 06:52:35 PM,130.3,133.3,19.20,,
4953,05/25/23 06:52:40 PM,130.3,133.3,19.20,,
4954,05/25/23 06:52:45 PM,130.3,133.3,19.20,,
4955,05/25/23 06:52:50 PM,130.3,133.3,19.20,,
4956,05/25/23 06:52:55 PM,130.3,133.3,19.20,,
4957,05/25/23 06:53:00 PM,130.3,133.3,19.20,,
4958,05/25/23 06:53:05 PM,130.3,132.9,19.20,,
4959,05/25/23 06:53:10 PM,130.3,133.3,19.19,,
4960,05/25/23 06:53:15 PM,130.3,132.9,19.20,,
4961,05/25/23 06:53:20 PM,130.3,133.3,19.19,,
4962,05/25/23 06:53:25 PM,130.3,133.3,19.20,,
4963,05/25/23 06:53:30 PM,130.3,133.3,19.19,,
4964,05/25/23 06:53:35 PM,130.3,133.3,19.20,,
4965,05/25/23 06:53:40 PM,130.3,133.3,19.20,,
4966,05/25/23 06:53:45 PM,130.3,133.3,19.20,,
4967,05/25/23 06:53:50 PM,130.3,133.3,19.20,,
4968,05/25/23 06:53:55 PM,130.3,133.3,19.20,,
4969,05/25/23 06:54:00 PM,130.4,132.9,19.19,,
4970,05/25/23 06:54:05 PM,130.3,133.3,19.20,,
4971,05/25/23 06:54:10 PM,130.3,133.3,19.20,,
4972,05/25/23 06:54:15 PM,130.3,132.9,19.20,,
4973,05/25/23 06:54:20 PM,130.3,133.3,19.20,,
4974,05/25/23 06:54:25 PM,130.3,133.3,19.20,,
4975,05/25/23 06:54:30 PM,130.3,133.3,19.20,,
4976,05/25/23 06:54:35 PM,130.4,133.3,19.20,,
4977,05/25/23 06:54:40 PM,130.3,133.3,19.20,,
4978,05/25/23 06:54:45 PM,130.3,133.3,19.20,,
4979,05/25/23 06:54:50 PM,130.4,132.9,19.20,,
4980,05/25/23 06:54:55 PM,130.4,133.3,19.20,,
4981,05/25/23 06:55:00 PM,130.4,132.9,19.20,,
4982,05/25/23 06:55:05 PM,130.3,133.3,19.20,,
4983,05/25/23 06:55:10 PM,130.3,133.3,19.20,,
4984,05/25/23 06:55:15 PM,130.3,133.3,19.20,,
4985,05/25/23 06:55:20 PM,130.4,133.3,19.20,,
4986,05/25/23 06:55:25 PM,130.4,133.3,19.20,,
4987,05/25/23 06:55:30 PM,130.4,133.3,19.20,,
4988,05/25/23 06:55:35 PM,130.3,132.9,19.20,,
4989,05/25/23 06:55:40 PM,130.4,133.3,19.20,,
4990,05/25/23 06:55:45 PM,130.4,132.9,19.20,,
4991,05/25/23 06:55:50 PM,130.3,133.3,19.20,,
4992,05/25/23 06:55:55 PM,130.4,133.3,19.19,,
4993,05/25/23 06:56:00 PM,130.4,133.3,19.20,,
4994,05/25/23 06:56:05 PM,130.4,133.3,19.20,,
4995,05/25/23 06:56:10 PM,130.3,133.3,19.20,,
4996,05/25/23 06:56:15 PM,130.4,133.3,19.20,,
4997,05/25/23 06:56:20 PM,130.4,133.3,19.20,,
4998,05/25/23 06:56:25 PM,130.3,133.3,19.20,,
4999,05/25/23 06:56:30 PM,130.4,133.3,19.20,,
5000,05/25/23 06:56:35 PM,130.4,133.3,19.20,,
5001,05/25/23 06:56:40 PM,130.3,133.3,19.20,,
5002,05/25/23 06:56:45 PM,130.3,133.3,19.20,,
5003,05/25/23 06:56:50 PM,130.4,133.3,19.20,,
5004,05/25/23 06:56:55 PM,130.3,133.3,19.20,,
5005,05/25/23 06:57:00 PM,130.4,133.3,19.20,,
5006,05/25/23 06:57:05 PM,130.4,133.3,19.21,,
5007,05/25/23 06:57:10 PM,130.4,132.9,19.20,,
5008,05/25/23 06:57:15 PM,130.4,133.3,19.20,,
5009,05/25/23 06:57:20 PM,130.4,133.3,19.20,,
5010,05/25/23 06:57:25 PM,130.4,133.3,19.20,,
5011,05/25/23 06:57:30 PM,130.4,133.3,19.20,,
5012,05/25/23 06:57:35 PM,130.4,133.3,19.20,,
5013,05/25/23 06:57:40 PM,130.4,133.3,19.20,,
5014,05/25/23 06:57:45 PM,130.4,132.9,19.20,,
5015,05/25/23 06:57:50 PM,130.3,133.3,19.20,,
5016,05/25/23 06:57:55 PM,130.4,133.3,19.20,,
5017,05/25/23 06:58:00 PM,130.4,132.9,19.20,,
5018,05/25/23 06:58:05 PM,130.4,132.9,19.20,,
5019,05/25/23 06:58:10 PM,130.4,133.3,19.20,,
5020,05/25/23 06:58:15 PM,130.4,133.3,19.20,,
5021,05/25/23 06:58:20 PM,130.4,132.9,19.20,,
5022,05/25/23 06:58:25 PM,130.4,133.3,19.20,,
5023,05/25/23 06:58:30 PM,130.4,133.3,19.20,,
5024,05/25/23 06:58:35 PM,130.4,133.3,19.21,,
5025,05/25/23 06:58:40 PM,130.4,132.9,19.21,,
5026,05/25/23 06:58:45 PM,130.4,133.3,19.20,,
5027,05/25/23 06:58:50 PM,130.4,133.3,19.21,,
5028,05/25/23 06:58:55 PM,130.4,133.3,19.20,,
5029,05/25/23 06:59:00 PM,130.4,133.3,19.21,,
5030,05/25/23 06:59:05 PM,130.4,133.3,19.21,,
5031,05/25/23 06:59:10 PM,130.4,133.3,19.21,,
5032,05/25/23 06:59:15 PM,130.4,133.3,19.20,,
5033,05/25/23 06:59:20 PM,130.4,132.9,19.21,,
5034,05/25/23 06:59:25 PM,130.4,133.3,19.20,,
5035,05/25/23 06:59:30 PM,130.4,133.3,19.20,,
5036,05/25/23 06:59:35 PM,130.4,133.3,19.20,,
5037,05/25/23 06:59:40 PM,130.4,133.3,19.20,,
5038,05/25/23 06:59:45 PM,130.4,133.3,19.20,,
5039,05/25/23 06:59:50 PM,130.4,133.3,19.21,,
5040,05/25/23 06:59:55 PM,130.4,133.3,19.21,,
5041,05/25/23 07:00:00 PM,130.4,133.3,19.21,,
5042,05/25/23 07:00:05 PM,130.4,133.3,19.20,,
5043,05/25/23 07:00:10 PM,130.4,133.3,19.20,,
5044,05/25/23 07:00:15 PM,130.4,133.3,19.21,,
5045,05/25/23 07:00:20 PM,130.4,133.3,19.21,,
5046,05/25/23 07:00:25 PM,130.4,133.3,19.21,,
5047,05/25/23 07:00:30 PM,130.4,133.3,19.21,,
5048,05/25/23 07:00:35 PM,130.4,133.3,19.21,,
5049,05/25/23 07:00:40 PM,130.4,133.3,19.20,,
5050,05/25/23 07:00:45 PM,130.4,133.3,19.21,,
5051,05/25/23 07:00:50 PM,130.4,133.3,19.21,,
5052,05/25/23 07:00:55 PM,130.4,133.3,19.21,,
5053,05/25/23 07:01:00 PM,130.4,133.3,19.20,,
5054,05/25/23 07:01:05 PM,130.4,133.3,19.21,,
5055,05/25/23 07:01:10 PM,130.4,133.3,19.21,,
5056,05/25/23 07:01:15 PM,130.4,132.9,19.20,,
5057,05/25/23 07:01:20 PM,130.4,133.3,19.21,,
5058,05/25/23 07:01:25 PM,130.4,133.3,19.20,,
5059,05/25/23 07:01:30 PM,130.4,133.3,19.21,,
5060,05/25/23 07:01:35 PM,130.4,133.3,19.21,,
5061,05/25/23 07:01:40 PM,130.4,133.3,19.20,,
5062,05/25/23 07:01:45 PM,130.4,133.3,19.21,,
5063,05/25/23 07:01:50 PM,130.4,133.3,19.21,,
5064,05/25/23 07:01:55 PM,130.4,133.3,19.21,,
5065,05/25/23 07:02:00 PM,130.4,133.3,19.20,,
5066,05/25/23 07:02:05 PM,130.4,133.3,19.21,,
5067,05/25/23 07:02:10 PM,130.4,133.3,19.20,,
5068,05/25/23 07:02:15 PM,130.4,133.3,19.21,,
5069,05/25/23 07:02:20 PM,130.4,133.3,19.21,,
5070,05/25/23 07:02:25 PM,130.4,133.3,19.21,,
5071,05/25/23 07:02:30 PM,130.4,133.3,19.21,,
5072,05/25/23 07:02:35 PM,130.4,133.3,19.21,,
5073,05/25/23 07:02:40 PM,130.4,133.3,19.21,,
5074,05/25/23 07:02:45 PM,130.4,133.3,19.21,,
5075,05/25/23 07:02:50 PM,130.4,133.3,19.20,,
5076,05/25/23 07:02:55 PM,130.4,133.3,19.21,,
5077,05/25/23 07:03:00 PM,130.4,133.3,19.21,,
5078,05/25/23 07:03:05 PM,130.4,133.3,19.21,,
5079,05/25/23 07:03:10 PM,130.4,133.3,19.21,,
5080,05/25/23 07:03:15 PM,130.4,133.3,19.21,,
5081,05/25/23 07:03:20 PM,130.4,133.3,19.21,,
5082,05/25/23 07:03:25 PM,130.4,133.3,19.21,,
5083,05/25/23 07:03:30 PM,130.4,133.3,19.21,,
5084,05/25/23 07:03:35 PM,130.4,133.3,19.21,,
5085,05/25/23 07:03:40 PM,130.4,133.3,19.21,,
5086,05/25/23 07:03:45 PM,130.4,133.3,19.21,,
5087,05/25/23 07:03:50 PM,130.4,133.3,19.21,,
5088,05/25/23 07:03:55 PM,130.4,133.3,19.21,,
5089,05/25/23 07:04:00 PM,130.4,133.3,19.21,,
5090,05/25/23 07:04:05 PM,130.4,133.3,19.21,,
5091,05/25/23 07:04:10 PM,130.4,133.3,19.21,,
5092,05/25/23 07:04:15 PM,130.4,133.3,19.21,,
5093,05/25/23 07:04:20 PM,130.4,133.3,19.20,,
5094,05/25/23 07:04:25 PM,130.4,133.3,19.21,,
5095,05/25/23 07:04:30 PM,130.4,133.3,19.21,,
5096,05/25/23 07:04:35 PM,130.4,133.3,19.21,,
5097,05/25/23 07:04:40 PM,130.4,133.3,19.21,,
5098,05/25/23 07:04:45 PM,134.2,138.7,19.20,,
5099,05/25/23 07:04:50 PM,131.3,134.1,19.21,,
5100,05/25/23 07:04:55 PM,131.3,134.9,19.20,,
5101,05/25/23 07:05:00 PM,130.4,133.3,19.21,,
5102,05/25/23 07:05:05 PM,130.5,133.3,19.21,,
5103,05/25/23 07:05:10 PM,130.4,133.3,19.21,,
5104,05/25/23 07:05:15 PM,130.4,133.3,19.21,,
5105,05/25/23 07:05:20 PM,130.4,133.3,19.21,,
5106,05/25/23 07:05:25 PM,130.4,133.3,19.21,,
5107,05/25/23 07:05:30 PM,130.4,133.7,19.21,,
5108,05/25/23 07:05:35 PM,130.4,133.3,19.21,,
5109,05/25/23 07:05:40 PM,130.4,133.3,19.21,,
5110,05/25/23 07:05:45 PM,130.4,133.3,19.21,,
5111,05/25/23 07:05:50 PM,130.4,133.3,19.21,,
5112,05/25/23 07:05:55 PM,130.4,133.3,19.20,,
5113,05/25/23 07:06:00 PM,130.4,133.3,19.21,,
5114,05/25/23 07:06:05 PM,130.5,133.3,19.21,,
5115,05/25/23 07:06:10 PM,130.4,133.3,19.21,,
5116,05/25/23 07:06:15 PM,130.4,133.3,19.21,,
5117,05/25/23 07:06:20 PM,130.4,133.3,19.21,,
5118,05/25/23 07:06:25 PM,130.4,133.3,19.21,,
5119,05/25/23 07:06:30 PM,130.4,133.3,19.21,,
5120,05/25/23 07:06:35 PM,130.4,133.3,19.21,,
5121,05/25/23 07:06:40 PM,130.5,133.3,19.21,,
5122,05/25/23 07:06:45 PM,130.4,133.3,19.21,,
5123,05/25/23 07:06:50 PM,130.4,133.3,19.21,,
5124,05/25/23 07:06:55 PM,130.4,133.3,19.21,,
5125,05/25/23 07:07:00 PM,130.4,133.3,19.21,,
5126,05/25/23 07:07:05 PM,130.4,133.3,19.21,,
5127,05/25/23 07:07:10 PM,130.4,133.3,19.20,,
5128,05/25/23 07:07:15 PM,130.4,133.3,19.21,,
5129,05/25/23 07:07:20 PM,130.4,133.3,19.21,,
5130,05/25/23 07:07:25 PM,130.4,133.3,19.20,,
5131,05/25/23 07:07:30 PM,130.4,133.3,19.20,,
5132,05/25/23 07:07:35 PM,130.4,133.3,19.21,,
5133,05/25/23 07:07:40 PM,130.4,133.3,19.20,,
5134,05/25/23 07:07:45 PM,130.4,133.3,19.21,,
5135,05/25/23 07:07:50 PM,130.4,133.3,19.21,,
5136,05/25/23 07:07:55 PM,131.9,136.0,19.21,,
5137,05/25/23 07:08:00 PM,132.2,136.0,19.20,,
5138,05/25/23 07:08:05 PM,131.1,134.5,19.21,,
5139,05/25/23 07:08:10 PM,131.0,134.1,19.20,,
5140,05/25/23 07:08:15 PM,130.4,133.3,19.21,,
5141,05/25/23 07:08:20 PM,130.4,133.3,19.21,,
5142,05/25/23 07:08:25 PM,130.4,133.3,19.21,,
5143,05/25/23 07:08:30 PM,130.5,133.3,19.21,,
5144,05/25/23 07:08:35 PM,130.4,133.3,19.20,,
5145,05/25/23 07:08:40 PM,130.5,133.3,19.21,,
5146,05/25/23 07:08:45 PM,130.4,133.3,19.20,,
5147,05/25/23 07:08:50 PM,130.4,133.3,19.21,,
5148,05/25/23 07:08:55 PM,130.4,133.3,19.21,,
5149,05/25/23 07:09:00 PM,130.5,133.3,19.20,,
5150,05/25/23 07:09:05 PM,130.4,133.3,19.21,,
5151,05/25/23 07:09:10 PM,130.5,133.3,19.21,,
5152,05/25/23 07:09:15 PM,130.5,133.3,19.21,,
5153,05/25/23 07:09:20 PM,130.4,133.3,19.21,,
5154,05/25/23 07:09:25 PM,130.4,133.3,19.21,,
5155,05/25/23 07:09:30 PM,130.4,133.3,19.21,,
5156,05/25/23 07:09:35 PM,130.4,133.3,19.21,,
5157,05/25/23 07:09:40 PM,130.4,133.3,19.21,,
5158,05/25/23 07:09:45 PM,130.4,133.3,19.21,,
5159,05/25/23 07:09:50 PM,130.5,133.3,19.21,,
5160,05/25/23 07:09:55 PM,130.4,133.3,19.20,,
5161,05/25/23 07:10:00 PM,130.4,133.3,19.21,,
5162,05/25/23 07:10:05 PM,130.5,133.3,19.21,,
5163,05/25/23 07:10:10 PM,130.4,133.3,19.20,,
5164,05/25/23 07:10:15 PM,130.5,133.3,19.21,,
5165,05/25/23 07:10:20 PM,130.5,133.3,19.21,,
5166,05/25/23 07:10:25 PM,130.5,133.3,19.21,,
5167,05/25/23 07:10:30 PM,130.4,133.3,19.21,,
5168,05/25/23 07:10:35 PM,130.4,133.3,19.21,,
5169,05/25/23 07:10:40 PM,130.4,133.3,19.20,,
5170,05/25/23 07:10:45 PM,130.5,133.3,19.21,,
5171,05/25/23 07:10:50 PM,130.5,133.3,19.21,,
5172,05/25/23 07:10:55 PM,130.5,133.3,19.21,,
5173,05/25/23 07:11:00 PM,130.5,133.3,19.20,,
5174,05/25/23 07:11:05 PM,130.4,133.3,19.21,,
5175,05/25/23 07:11:10 PM,130.5,133.3,19.21,,
5176,05/25/23 07:11:15 PM,130.5,133.3,19.21,,
5177,05/25/23 07:11:20 PM,130.5,133.3,19.20,,
5178,05/25/23 07:11:25 PM,130.4,133.3,19.21,,
5179,05/25/23 07:11:30 PM,130.5,133.3,19.21,,
5180,05/25/23 07:11:35 PM,130.5,133.3,19.21,,
5181,05/25/23 07:11:40 PM,130.5,133.7,19.21,,
5182,05/25/23 07:11:45 PM,130.5,133.3,19.21,,
5183,05/25/23 07:11:50 PM,130.4,133.3,19.21,,
5184,05/25/23 07:11:55 PM,130.5,133.3,19.21,,
5185,05/25/23 07:12:00 PM,130.5,133.3,19.21,,
5186,05/25/23 07:12:05 PM,130.4,133.3,19.20,,
5187,05/25/23 07:12:10 PM,130.5,133.3,19.21,,
5188,05/25/23 07:12:15 PM,130.5,133.7,19.21,,
5189,05/25/23 07:12:20 PM,130.5,133.3,19.21,,
5190,05/25/23 07:12:25 PM,130.5,133.3,19.21,,
5191,05/25/23 07:12:30 PM,130.5,133.3,19.21,,
5192,05/25/23 07:12:35 PM,130.5,133.7,19.21,,
5193,05/25/23 07:12:40 PM,130.4,133.3,19.21,,
5194,05/25/23 07:12:45 PM,130.5,133.3,19.21,,
5195,05/25/23 07:12:50 PM,130.4,133.3,19.21,,
5196,05/25/23 07:12:55 PM,130.5,133.3,19.21,,
5197,05/25/23 07:13:00 PM,130.4,133.3,19.21,,
5198,05/25/23 07:13:05 PM,130.5,133.7,19.20,,
5199,05/25/23 07:13:10 PM,130.5,133.3,19.21,,
5200,05/25/23 07:13:15 PM,130.4,133.3,19.20,,
5201,05/25/23 07:13:20 PM,130.4,133.3,19.20,,
5202,05/25/23 07:13:25 PM,130.5,133.3,19.20,,
5203,05/25/23 07:13:30 PM,130.5,133.3,19.21,,
5204,05/25/23 07:13:35 PM,130.5,133.3,19.21,,
5205,05/25/23 07:13:40 PM,130.4,133.3,19.20,,
5206,05/25/23 07:13:45 PM,130.5,133.3,19.21,,
5207,05/25/23 07:13:50 PM,130.4,133.3,19.21,,
5208,05/25/23 07:13:55 PM,130.5,133.3,19.21,,
5209,05/25/23 07:14:00 PM,130.5,133.3,19.20,,
5210,05/25/23 07:14:05 PM,130.5,133.3,19.21,,
5211,05/25/23 07:14:10 PM,130.5,133.7,19.20,,
5212,05/25/23 07:14:15 PM,130.4,133.3,19.21,,
5213,05/25/23 07:14:20 PM,130.5,133.3,19.21,,
5214,05/25/23 07:14:25 PM,130.5,133.3,19.21,,
5215,05/25/23 07:14:30 PM,130.4,133.3,19.21,,
5216,05/25/23 07:14:35 PM,130.5,133.7,19.21,,
5217,05/25/23 07:14:40 PM,130.5,133.3,19.21,,
5218,05/25/23 07:14:45 PM,130.5,133.3,19.21,,
5219,05/25/23 07:14:50 PM,130.5,133.3,19.21,,
5220,05/25/23 07:14:55 PM,130.5,133.3,19.21,,
5221,05/25/23 07:15:00 PM,130.5,133.3,19.21,,
5222,05/25/23 07:15:05 PM,130.6,133.7,19.21,,
5223,05/25/23 07:15:10 PM,130.5,133.3,19.21,,
5224,05/25/23 07:15:15 PM,130.5,133.3,19.21,,
5225,05/25/23 07:15:20 PM,130.5,133.3,19.21,,
5226,05/25/23 07:15:25 PM,130.4,133.3,19.21,,
5227,05/25/23 07:15:30 PM,130.5,133.3,19.20,,
5228,05/25/23 07:15:35 PM,130.5,133.3,19.20,,
5229,05/25/23 07:15:40 PM,130.5,133.3,19.21,,
5230,05/25/23 07:15:45 PM,130.5,133.3,19.20,,
5231,05/25/23 07:15:50 PM,130.5,133.3,19.21,,
5232,05/25/23 07:15:55 PM,130.5,133.7,19.20,,
5233,05/25/23 07:16:00 PM,130.5,133.3,19.21,,
5234,05/25/23 07:16:05 PM,130.5,133.7,19.20,,
5235,05/25/23 07:16:10 PM,130.5,133.3,19.20,,
5236,05/25/23 07:16:15 PM,130.5,133.3,19.20,,
5237,05/25/23 07:16:20 PM,130.5,133.7,19.21,,
5238,05/25/23 07:16:25 PM,130.5,133.3,19.20,,
5239,05/25/23 07:16:30 PM,130.7,133.7,19.21,,
5240,05/25/23 07:16:35 PM,133.0,137.2,19.21,,
5241,05/25/23 07:16:40 PM,130.6,133.3,19.21,,
5242,05/25/23 07:16:45 PM,130.5,133.3,19.21,,
5243,05/25/23 07:16:50 PM,130.5,133.3,19.21,,
5244,05/25/23 07:16:55 PM,130.5,133.3,19.21,,
5245,05/25/23 07:17:00 PM,130.5,133.3,19.21,,
5246,05/25/23 07:17:05 PM,130.5,133.3,19.21,,
5247,05/25/23 07:17:10 PM,130.5,133.7,19.20,,
5248,05/25/23 07:17:15 PM,130.4,133.7,19.21,,
5249,05/25/23 07:17:20 PM,130.5,133.7,19.21,,
5250,05/25/23 07:17:25 PM,130.5,133.3,19.20,,
5251,05/25/23 07:17:30 PM,130.5,133.7,19.21,,
5252,05/25/23 07:17:35 PM,130.5,133.3,19.20,,
