"Plot Title: mgas_wd_station_4_2023-06-06"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458)","Full Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458, LBL: SC)","Temp, °C (LGR S/N: 10559458, SEN S/N: 10559458)","Coupler Detached (LGR S/N: 10559458)","Coupler Attached (LGR S/N: 10559458)","Host Connected (LGR S/N: 10559458)","Stopped (LGR S/N: 10559458)","End Of File (LGR S/N: 10559458)"
802,06/06/23 12:08:15 PM,110.8,111.2,20.90,,,,,
803,06/06/23 12:08:20 PM,110.9,110.8,20.90,,,,,
804,06/06/23 12:08:25 PM,110.8,111.2,20.88,,,,,
805,06/06/23 12:08:30 PM,110.9,111.2,20.90,,,,,
806,06/06/23 12:08:35 PM,110.8,110.8,20.90,,,,,
807,06/06/23 12:08:40 PM,110.9,111.2,20.90,,,,,
808,06/06/23 12:08:45 PM,110.9,111.2,20.90,,,,,
809,06/06/23 12:08:50 PM,110.9,111.2,20.90,,,,,
810,06/06/23 12:08:55 PM,110.9,111.2,20.90,,,,,
811,06/06/23 12:09:00 PM,110.8,111.6,20.90,,,,,
812,06/06/23 12:09:05 PM,110.9,111.2,20.91,,,,,
813,06/06/23 12:09:10 PM,110.9,110.8,20.91,,,,,
814,06/06/23 12:09:15 PM,110.9,111.6,20.90,,,,,
815,06/06/23 12:09:20 PM,110.9,110.8,20.90,,,,,
816,06/06/23 12:09:25 PM,110.6,111.2,20.90,,,,,
817,06/06/23 12:09:30 PM,110.6,111.2,20.91,,,,,
818,06/06/23 12:09:35 PM,110.7,110.8,20.90,,,,,
819,06/06/23 12:09:40 PM,110.6,110.8,20.90,,,,,
820,06/06/23 12:09:45 PM,110.7,111.2,20.91,,,,,
821,06/06/23 12:09:50 PM,110.6,110.8,20.91,,,,,
822,06/06/23 12:09:55 PM,110.7,110.8,20.91,,,,,
823,06/06/23 12:10:00 PM,110.7,110.8,20.91,,,,,
824,06/06/23 12:10:05 PM,110.7,110.8,20.91,,,,,
825,06/06/23 12:10:10 PM,110.6,111.2,20.91,,,,,
826,06/06/23 12:10:15 PM,110.6,110.8,20.90,,,,,
827,06/06/23 12:10:20 PM,110.6,111.2,20.91,,,,,
828,06/06/23 12:10:25 PM,110.7,111.2,20.91,,,,,
829,06/06/23 12:10:30 PM,110.7,110.8,20.91,,,,,
830,06/06/23 12:10:35 PM,110.7,110.8,20.91,,,,,
831,06/06/23 12:10:40 PM,110.7,110.8,20.91,,,,,
832,06/06/23 12:10:45 PM,110.6,110.8,20.91,,,,,
833,06/06/23 12:10:50 PM,110.7,110.8,20.91,,,,,
834,06/06/23 12:10:55 PM,110.6,110.8,20.91,,,,,
835,06/06/23 12:11:00 PM,110.7,110.8,20.92,,,,,
836,06/06/23 12:11:05 PM,110.7,110.8,20.91,,,,,
837,06/06/23 12:11:10 PM,110.7,110.8,20.91,,,,,
838,06/06/23 12:11:15 PM,110.7,110.8,20.91,,,,,
839,06/06/23 12:11:20 PM,110.7,111.2,20.92,,,,,
840,06/06/23 12:11:25 PM,110.7,110.8,20.92,,,,,
841,06/06/23 12:11:30 PM,110.7,110.8,20.91,,,,,
842,06/06/23 12:11:35 PM,110.7,111.2,20.91,,,,,
843,06/06/23 12:11:40 PM,110.7,111.2,20.92,,,,,
844,06/06/23 12:11:45 PM,110.6,111.2,20.92,,,,,
845,06/06/23 12:11:50 PM,110.7,110.8,20.92,,,,,
846,06/06/23 12:11:55 PM,110.7,110.8,20.92,,,,,
847,06/06/23 12:12:00 PM,110.7,111.2,20.92,,,,,
848,06/06/23 12:12:05 PM,110.7,111.2,20.92,,,,,
849,06/06/23 12:12:10 PM,110.7,110.8,20.92,,,,,
850,06/06/23 12:12:15 PM,110.7,111.2,20.92,,,,,
851,06/06/23 12:12:20 PM,110.7,110.8,20.94,,,,,
852,06/06/23 12:12:25 PM,110.7,111.2,20.92,,,,,
853,06/06/23 12:12:30 PM,110.7,110.8,20.92,,,,,
854,06/06/23 12:12:35 PM,110.7,110.8,20.92,,,,,
855,06/06/23 12:12:40 PM,110.7,110.8,20.94,,,,,
856,06/06/23 12:12:45 PM,110.7,110.8,20.91,,,,,
857,06/06/23 12:12:50 PM,110.7,110.8,20.92,,,,,
858,06/06/23 12:12:55 PM,110.7,110.8,20.92,,,,,
859,06/06/23 12:13:00 PM,110.7,111.2,20.94,,,,,
860,06/06/23 12:13:05 PM,110.8,110.8,20.94,,,,,
861,06/06/23 12:13:10 PM,110.7,110.8,20.92,,,,,
862,06/06/23 12:13:15 PM,110.8,111.2,20.92,,,,,
863,06/06/23 12:13:20 PM,110.7,110.8,20.94,,,,,
864,06/06/23 12:13:25 PM,110.7,111.2,20.94,,,,,
865,06/06/23 12:13:30 PM,110.7,111.2,20.94,,,,,
866,06/06/23 12:13:35 PM,110.7,111.2,20.94,,,,,
867,06/06/23 12:13:40 PM,110.7,111.2,20.94,,,,,
868,06/06/23 12:13:45 PM,110.7,110.8,20.94,,,,,
869,06/06/23 12:13:50 PM,110.7,111.2,20.95,,,,,
870,06/06/23 12:13:55 PM,110.7,110.8,20.94,,,,,
871,06/06/23 12:14:00 PM,110.7,111.2,20.95,,,,,
872,06/06/23 12:14:05 PM,110.8,111.2,20.94,,,,,
873,06/06/23 12:14:10 PM,110.8,111.2,20.94,,,,,
874,06/06/23 12:14:15 PM,110.8,111.2,20.94,,,,,
875,06/06/23 12:14:20 PM,110.7,111.2,20.95,,,,,
876,06/06/23 12:14:25 PM,110.7,111.2,20.94,,,,,
877,06/06/23 12:14:30 PM,110.8,111.2,20.95,,,,,
878,06/06/23 12:14:35 PM,110.7,111.2,20.94,,,,,
879,06/06/23 12:14:40 PM,110.8,111.2,20.95,,,,,
880,06/06/23 12:14:45 PM,110.8,110.8,20.95,,,,,
881,06/06/23 12:14:50 PM,110.7,111.2,20.95,,,,,
882,06/06/23 12:14:55 PM,110.8,110.8,20.95,,,,,
883,06/06/23 12:15:00 PM,110.7,110.8,20.95,,,,,
884,06/06/23 12:15:05 PM,110.9,111.2,20.94,,,,,
885,06/06/23 12:15:10 PM,110.7,111.2,20.95,,,,,
886,06/06/23 12:15:15 PM,110.8,111.2,20.95,,,,,
887,06/06/23 12:15:20 PM,110.8,111.2,20.94,,,,,
888,06/06/23 12:15:25 PM,110.8,111.2,20.95,,,,,
889,06/06/23 12:15:30 PM,110.8,111.2,20.95,,,,,
890,06/06/23 12:15:35 PM,110.7,111.2,20.95,,,,,
891,06/06/23 12:15:40 PM,110.8,110.8,20.95,,,,,
892,06/06/23 12:15:45 PM,110.8,111.2,20.95,,,,,
893,06/06/23 12:15:50 PM,110.8,111.2,20.95,,,,,
894,06/06/23 12:15:55 PM,110.7,111.2,20.95,,,,,
895,06/06/23 12:16:00 PM,110.7,111.2,20.95,,,,,
896,06/06/23 12:16:05 PM,110.8,111.2,20.95,,,,,
897,06/06/23 12:16:10 PM,110.8,111.2,20.96,,,,,
898,06/06/23 12:16:15 PM,110.8,111.2,20.96,,,,,
899,06/06/23 12:16:20 PM,110.8,110.8,20.95,,,,,
900,06/06/23 12:16:25 PM,110.8,111.2,20.95,,,,,
901,06/06/23 12:16:30 PM,110.8,111.2,20.95,,,,,
902,06/06/23 12:16:35 PM,110.8,111.2,20.96,,,,,
903,06/06/23 12:16:40 PM,110.8,110.8,20.96,,,,,
904,06/06/23 12:16:45 PM,110.8,110.8,20.96,,,,,
905,06/06/23 12:16:50 PM,110.8,111.2,20.96,,,,,
906,06/06/23 12:16:55 PM,110.9,111.2,20.96,,,,,
907,06/06/23 12:17:00 PM,110.8,111.2,20.96,,,,,
908,06/06/23 12:17:05 PM,110.8,111.2,20.96,,,,,
909,06/06/23 12:17:10 PM,110.8,111.2,20.95,,,,,
910,06/06/23 12:17:15 PM,110.8,110.8,20.96,,,,,
911,06/06/23 12:17:20 PM,110.8,111.2,20.96,,,,,
912,06/06/23 12:17:25 PM,110.8,111.2,20.96,,,,,
913,06/06/23 12:17:30 PM,110.8,111.2,20.96,,,,,
914,06/06/23 12:17:35 PM,110.8,111.2,20.96,,,,,
915,06/06/23 12:17:40 PM,110.8,111.2,20.96,,,,,
916,06/06/23 12:17:45 PM,110.8,111.2,20.96,,,,,
917,06/06/23 12:17:50 PM,110.9,111.2,20.96,,,,,
918,06/06/23 12:17:55 PM,110.8,111.2,20.96,,,,,
919,06/06/23 12:18:00 PM,110.8,111.2,20.96,,,,,
920,06/06/23 12:18:05 PM,110.8,111.2,20.96,,,,,
921,06/06/23 12:18:10 PM,110.8,111.2,20.96,,,,,
922,06/06/23 12:18:15 PM,110.8,110.8,20.97,,,,,
923,06/06/23 12:18:20 PM,110.8,111.2,20.97,,,,,
924,06/06/23 12:18:25 PM,110.8,111.2,20.97,,,,,
925,06/06/23 12:18:30 PM,110.8,111.2,20.96,,,,,
926,06/06/23 12:18:35 PM,110.8,111.2,20.97,,,,,
927,06/06/23 12:18:40 PM,110.9,111.2,20.97,,,,,
928,06/06/23 12:18:45 PM,110.8,111.2,20.97,,,,,
929,06/06/23 12:18:50 PM,110.8,111.2,20.96,,,,,
930,06/06/23 12:18:55 PM,110.9,111.2,20.97,,,,,
931,06/06/23 12:19:00 PM,110.8,111.2,20.97,,,,,
932,06/06/23 12:19:05 PM,110.8,111.2,20.97,,,,,
933,06/06/23 12:19:10 PM,110.9,111.2,20.97,,,,,
934,06/06/23 12:19:15 PM,110.9,111.2,20.97,,,,,
935,06/06/23 12:19:20 PM,110.8,111.2,20.97,,,,,
936,06/06/23 12:19:25 PM,110.8,111.2,20.97,,,,,
937,06/06/23 12:19:30 PM,110.9,111.2,20.97,,,,,
938,06/06/23 12:19:35 PM,110.9,110.8,20.97,,,,,
939,06/06/23 12:19:40 PM,110.9,111.2,20.97,,,,,
940,06/06/23 12:19:45 PM,110.8,111.2,20.97,,,,,
941,06/06/23 12:19:50 PM,110.9,111.2,20.99,,,,,
942,06/06/23 12:19:55 PM,110.9,111.2,20.99,,,,,
943,06/06/23 12:20:00 PM,110.9,111.2,20.99,,,,,
944,06/06/23 12:20:05 PM,110.9,111.2,20.99,,,,,
945,06/06/23 12:20:10 PM,110.9,111.2,20.97,,,,,
946,06/06/23 12:20:15 PM,110.9,111.2,20.99,,,,,
947,06/06/23 12:20:20 PM,110.9,111.2,20.99,,,,,
948,06/06/23 12:20:25 PM,110.9,111.2,20.99,,,,,
949,06/06/23 12:20:30 PM,110.9,111.2,20.99,,,,,
950,06/06/23 12:20:35 PM,110.9,111.2,20.99,,,,,
951,06/06/23 12:20:40 PM,110.9,111.2,20.99,,,,,
952,06/06/23 12:20:45 PM,110.8,111.2,21.00,,,,,
953,06/06/23 12:20:50 PM,110.9,111.2,20.99,,,,,
954,06/06/23 12:20:55 PM,110.9,111.2,20.99,,,,,
955,06/06/23 12:21:00 PM,110.8,111.2,20.99,,,,,
956,06/06/23 12:21:05 PM,110.9,111.2,20.99,,,,,
957,06/06/23 12:21:10 PM,110.8,111.2,21.00,,,,,
958,06/06/23 12:21:15 PM,110.9,111.2,20.99,,,,,
959,06/06/23 12:21:20 PM,110.9,111.2,20.99,,,,,
960,06/06/23 12:21:25 PM,110.8,111.2,21.00,,,,,
961,06/06/23 12:21:30 PM,110.9,111.2,20.99,,,,,
962,06/06/23 12:21:35 PM,110.9,111.2,20.99,,,,,
963,06/06/23 12:21:40 PM,110.8,111.2,21.00,,,,,
964,06/06/23 12:21:45 PM,110.9,111.2,21.00,,,,,
965,06/06/23 12:21:50 PM,110.9,111.2,20.99,,,,,
966,06/06/23 12:21:55 PM,110.9,111.2,20.99,,,,,
967,06/06/23 12:22:00 PM,110.9,111.2,20.99,,,,,
968,06/06/23 12:22:05 PM,110.9,111.2,21.00,,,,,
969,06/06/23 12:22:10 PM,110.8,111.2,21.00,,,,,
970,06/06/23 12:22:15 PM,110.8,111.2,21.00,,,,,
971,06/06/23 12:22:20 PM,110.8,111.2,21.00,,,,,
972,06/06/23 12:22:25 PM,110.8,111.2,21.00,,,,,
973,06/06/23 12:22:30 PM,110.9,111.2,21.00,,,,,
974,06/06/23 12:22:35 PM,110.8,111.2,21.00,,,,,
975,06/06/23 12:22:40 PM,110.9,111.2,21.01,,,,,
976,06/06/23 12:22:45 PM,110.9,111.2,21.00,,,,,
977,06/06/23 12:22:50 PM,110.8,111.2,21.00,,,,,
978,06/06/23 12:22:55 PM,110.9,111.2,20.99,,,,,
979,06/06/23 12:23:00 PM,110.8,111.2,21.01,,,,,
980,06/06/23 12:23:05 PM,110.8,111.2,21.00,,,,,
981,06/06/23 12:23:10 PM,110.9,111.2,21.00,,,,,
982,06/06/23 12:23:15 PM,110.8,111.2,21.00,,,,,
983,06/06/23 12:23:20 PM,110.9,111.2,21.00,,,,,
984,06/06/23 12:23:25 PM,110.9,111.2,21.00,,,,,
985,06/06/23 12:23:30 PM,110.9,111.2,21.00,,,,,
986,06/06/23 12:23:35 PM,110.8,111.2,21.00,,,,,
987,06/06/23 12:23:40 PM,110.9,111.6,21.00,,,,,
988,06/06/23 12:23:45 PM,110.9,111.2,21.00,,,,,
989,06/06/23 12:23:50 PM,110.9,111.2,21.00,,,,,
990,06/06/23 12:23:55 PM,110.9,111.2,21.00,,,,,
991,06/06/23 12:24:00 PM,110.9,111.2,21.01,,,,,
992,06/06/23 12:24:05 PM,110.9,111.2,21.00,,,,,
993,06/06/23 12:24:10 PM,110.9,111.2,21.00,,,,,
994,06/06/23 12:24:15 PM,110.9,111.2,21.01,,,,,
995,06/06/23 12:24:20 PM,110.9,111.2,21.01,,,,,
996,06/06/23 12:24:25 PM,110.9,111.2,21.00,,,,,
997,06/06/23 12:24:30 PM,110.9,111.6,21.00,,,,,
998,06/06/23 12:24:35 PM,110.9,111.2,21.01,,,,,
999,06/06/23 12:24:40 PM,110.9,111.2,21.00,,,,,
1000,06/06/23 12:24:45 PM,110.9,111.2,21.01,,,,,
1001,06/06/23 12:24:50 PM,110.9,111.2,21.00,,,,,
1002,06/06/23 12:24:55 PM,110.8,111.2,21.00,,,,,
1003,06/06/23 12:25:00 PM,110.9,111.2,21.01,,,,,
1004,06/06/23 12:25:05 PM,110.9,111.2,21.00,,,,,
1005,06/06/23 12:25:10 PM,110.9,111.2,21.01,,,,,
1006,06/06/23 12:25:15 PM,110.9,111.2,21.01,,,,,
1007,06/06/23 12:25:20 PM,110.9,111.2,21.01,,,,,
1008,06/06/23 12:25:25 PM,110.9,111.6,21.01,,,,,
1009,06/06/23 12:25:30 PM,110.9,111.2,21.01,,,,,
1010,06/06/23 12:25:35 PM,110.9,111.2,21.01,,,,,
1011,06/06/23 12:25:40 PM,110.9,111.2,21.01,,,,,
1012,06/06/23 12:25:45 PM,110.9,111.2,21.01,,,,,
1013,06/06/23 12:25:50 PM,111.0,111.6,21.01,,,,,
1014,06/06/23 12:25:55 PM,110.9,111.2,21.01,,,,,
1015,06/06/23 12:26:00 PM,110.9,111.2,21.01,,,,,
1016,06/06/23 12:26:05 PM,111.0,111.2,21.03,,,,,
1017,06/06/23 12:26:10 PM,111.0,111.2,21.03,,,,,
1018,06/06/23 12:26:15 PM,110.9,111.2,21.01,,,,,
1019,06/06/23 12:26:20 PM,110.9,111.2,21.03,,,,,
1020,06/06/23 12:26:25 PM,111.0,111.2,21.01,,,,,
1021,06/06/23 12:26:30 PM,110.9,111.2,21.01,,,,,
1022,06/06/23 12:26:35 PM,111.0,111.2,21.01,,,,,
1023,06/06/23 12:26:40 PM,110.9,111.2,21.03,,,,,
1024,06/06/23 12:26:45 PM,111.0,111.2,21.03,,,,,
1025,06/06/23 12:26:50 PM,110.9,111.6,21.03,,,,,
1026,06/06/23 12:26:55 PM,110.9,111.2,21.03,,,,,
1027,06/06/23 12:27:00 PM,111.0,111.2,21.03,,,,,
1028,06/06/23 12:27:05 PM,111.0,111.2,21.01,,,,,
1029,06/06/23 12:27:10 PM,111.0,111.2,21.03,,,,,
1030,06/06/23 12:27:15 PM,110.9,111.2,21.04,,,,,
1031,06/06/23 12:27:20 PM,110.9,111.6,21.03,,,,,
1032,06/06/23 12:27:25 PM,110.9,111.2,21.03,,,,,
1033,06/06/23 12:27:30 PM,111.0,111.2,21.04,,,,,
1034,06/06/23 12:27:35 PM,111.0,111.6,21.03,,,,,
1035,06/06/23 12:27:40 PM,110.9,111.2,21.03,,,,,
1036,06/06/23 12:27:45 PM,111.0,111.2,21.03,,,,,
1037,06/06/23 12:27:50 PM,110.9,111.2,21.03,,,,,
1038,06/06/23 12:27:55 PM,111.0,111.2,21.03,,,,,
1039,06/06/23 12:28:00 PM,111.0,111.2,21.04,,,,,
1040,06/06/23 12:28:05 PM,111.0,111.2,21.03,,,,,
1041,06/06/23 12:28:10 PM,111.0,111.6,21.04,,,,,
1042,06/06/23 12:28:15 PM,111.0,111.2,21.03,,,,,
1043,06/06/23 12:28:20 PM,111.0,111.6,21.03,,,,,
1044,06/06/23 12:28:25 PM,111.0,111.2,21.03,,,,,
1045,06/06/23 12:28:30 PM,111.0,111.2,21.03,,,,,
1046,06/06/23 12:28:35 PM,111.0,111.2,21.04,,,,,
1047,06/06/23 12:28:40 PM,111.0,111.2,21.03,,,,,
1048,06/06/23 12:28:45 PM,111.0,111.6,21.03,,,,,
1049,06/06/23 12:28:50 PM,111.0,111.6,21.04,,,,,
1050,06/06/23 12:28:55 PM,111.0,111.6,21.04,,,,,
1051,06/06/23 12:29:00 PM,111.0,111.2,21.03,,,,,
1052,06/06/23 12:29:05 PM,111.0,111.6,21.04,,,,,
1053,06/06/23 12:29:10 PM,111.0,111.6,21.04,,,,,
1054,06/06/23 12:29:15 PM,111.0,111.2,21.03,,,,,
1055,06/06/23 12:29:20 PM,111.0,111.2,21.03,,,,,
1056,06/06/23 12:29:25 PM,111.0,111.6,21.04,,,,,
1057,06/06/23 12:29:30 PM,111.0,111.6,21.04,,,,,
1058,06/06/23 12:29:35 PM,111.0,111.2,21.04,,,,,
1059,06/06/23 12:29:40 PM,111.0,111.2,21.04,,,,,
1060,06/06/23 12:29:45 PM,111.0,111.6,21.04,,,,,
1061,06/06/23 12:29:50 PM,111.0,111.6,21.04,,,,,
1062,06/06/23 12:29:55 PM,111.0,111.6,21.04,,,,,
1063,06/06/23 12:30:00 PM,111.0,111.6,21.04,,,,,
1064,06/06/23 12:30:05 PM,111.0,111.6,21.04,,,,,
1065,06/06/23 12:30:10 PM,111.0,111.2,21.04,,,,,
1066,06/06/23 12:30:15 PM,111.0,111.6,21.04,,,,,
1067,06/06/23 12:30:20 PM,111.0,111.2,21.03,,,,,
1068,06/06/23 12:30:25 PM,111.0,111.6,21.04,,,,,
1069,06/06/23 12:30:30 PM,111.0,111.2,21.05,,,,,
1070,06/06/23 12:30:35 PM,111.0,111.2,21.04,,,,,
1071,06/06/23 12:30:40 PM,111.1,111.2,21.03,,,,,
1072,06/06/23 12:30:45 PM,111.0,111.2,21.04,,,,,
1073,06/06/23 12:30:50 PM,111.1,111.6,21.04,,,,,
1074,06/06/23 12:30:55 PM,111.0,111.6,21.04,,,,,
1075,06/06/23 12:31:00 PM,111.1,111.2,21.04,,,,,
1076,06/06/23 12:31:05 PM,111.1,111.6,21.04,,,,,
1077,06/06/23 12:31:10 PM,111.0,111.2,21.04,,,,,
1078,06/06/23 12:31:15 PM,111.1,111.6,21.05,,,,,
1079,06/06/23 12:31:20 PM,111.0,111.2,21.04,,,,,
1080,06/06/23 12:31:25 PM,111.0,111.2,21.04,,,,,
1081,06/06/23 12:31:30 PM,111.1,111.2,21.05,,,,,
1082,06/06/23 12:31:35 PM,111.1,111.6,21.05,,,,,
1083,06/06/23 12:31:40 PM,111.1,111.6,21.05,,,,,
1084,06/06/23 12:31:45 PM,111.0,111.2,21.04,,,,,
1085,06/06/23 12:31:50 PM,111.0,111.2,21.05,,,,,
1086,06/06/23 12:31:55 PM,111.1,111.6,21.05,,,,,
1087,06/06/23 12:32:00 PM,111.0,111.6,21.04,,,,,
1088,06/06/23 12:32:05 PM,111.0,111.6,21.05,,,,,
1089,06/06/23 12:32:10 PM,111.1,111.6,21.05,,,,,
1090,06/06/23 12:32:15 PM,111.0,111.6,21.05,,,,,
1091,06/06/23 12:32:20 PM,111.1,111.6,21.05,,,,,
1092,06/06/23 12:32:25 PM,111.1,111.2,21.05,,,,,
1093,06/06/23 12:32:30 PM,111.1,111.6,21.05,,,,,
1094,06/06/23 12:32:35 PM,111.0,111.6,21.05,,,,,
1095,06/06/23 12:32:40 PM,111.1,111.6,21.07,,,,,
1096,06/06/23 12:32:45 PM,111.1,111.6,21.04,,,,,
1097,06/06/23 12:32:50 PM,111.1,111.2,21.05,,,,,
1098,06/06/23 12:32:55 PM,111.1,111.2,21.05,,,,,
1099,06/06/23 12:33:00 PM,111.1,111.6,21.05,,,,,
1100,06/06/23 12:33:05 PM,111.0,111.6,21.07,,,,,
1101,06/06/23 12:33:10 PM,111.1,111.6,21.05,,,,,
1102,06/06/23 12:33:15 PM,111.1,111.6,21.05,,,,,
1103,06/06/23 12:33:20 PM,111.1,111.6,21.07,,,,,
1104,06/06/23 12:33:25 PM,111.1,111.6,21.05,,,,,
1105,06/06/23 12:33:30 PM,111.1,111.6,21.07,,,,,
1106,06/06/23 12:33:35 PM,111.1,111.6,21.07,,,,,
1107,06/06/23 12:33:40 PM,111.1,111.6,21.05,,,,,
1108,06/06/23 12:33:45 PM,111.1,111.6,21.05,,,,,
1109,06/06/23 12:33:50 PM,111.1,111.6,21.05,,,,,
1110,06/06/23 12:33:55 PM,111.1,111.2,21.07,,,,,
1111,06/06/23 12:34:00 PM,111.1,111.2,21.05,,,,,
1112,06/06/23 12:34:05 PM,111.1,111.6,21.07,,,,,
1113,06/06/23 12:34:10 PM,111.1,111.2,21.05,,,,,
1114,06/06/23 12:34:15 PM,111.1,111.6,21.05,,,,,
1115,06/06/23 12:34:20 PM,111.1,111.6,21.05,,,,,
1116,06/06/23 12:34:25 PM,111.1,111.6,21.05,,,,,
1117,06/06/23 12:34:30 PM,111.1,111.6,21.05,,,,,
1118,06/06/23 12:34:35 PM,111.1,111.6,21.07,,,,,
1119,06/06/23 12:34:40 PM,111.1,111.6,21.05,,,,,
1120,06/06/23 12:34:45 PM,111.1,111.6,21.05,,,,,
1121,06/06/23 12:34:50 PM,111.1,111.6,21.05,,,,,
1122,06/06/23 12:34:55 PM,111.1,111.6,21.07,,,,,
1123,06/06/23 12:35:00 PM,111.0,111.6,21.07,,,,,
1124,06/06/23 12:35:05 PM,111.1,111.6,21.07,,,,,
1125,06/06/23 12:35:10 PM,111.1,111.6,21.07,,,,,
1126,06/06/23 12:35:15 PM,111.1,111.6,21.07,,,,,
1127,06/06/23 12:35:20 PM,111.1,111.6,21.08,,,,,
1128,06/06/23 12:35:25 PM,111.1,111.6,21.07,,,,,
1129,06/06/23 12:35:30 PM,111.1,111.6,21.07,,,,,
1130,06/06/23 12:35:35 PM,111.1,111.6,21.07,,,,,
1131,06/06/23 12:35:40 PM,111.1,111.6,21.07,,,,,
1132,06/06/23 12:35:45 PM,111.1,111.6,21.07,,,,,
1133,06/06/23 12:35:50 PM,111.1,111.6,21.07,,,,,
1134,06/06/23 12:35:55 PM,111.1,111.6,21.07,,,,,
1135,06/06/23 12:36:00 PM,111.1,111.6,21.07,,,,,
1136,06/06/23 12:36:05 PM,111.1,111.6,21.08,,,,,
1137,06/06/23 12:36:10 PM,111.1,111.6,21.07,,,,,
1138,06/06/23 12:36:15 PM,111.1,111.6,21.08,,,,,
1139,06/06/23 12:36:20 PM,111.1,111.6,21.08,,,,,
1140,06/06/23 12:36:25 PM,111.1,111.2,21.08,,,,,
1141,06/06/23 12:36:30 PM,111.1,111.6,21.08,,,,,
1142,06/06/23 12:36:35 PM,111.1,111.6,21.08,,,,,
1143,06/06/23 12:36:40 PM,111.1,111.6,21.08,,,,,
1144,06/06/23 12:36:45 PM,111.1,111.6,21.08,,,,,
1145,06/06/23 12:36:50 PM,111.1,111.6,21.08,,,,,
1146,06/06/23 12:36:55 PM,111.1,111.6,21.07,,,,,
1147,06/06/23 12:37:00 PM,111.1,111.6,21.08,,,,,
1148,06/06/23 12:37:05 PM,111.1,111.6,21.08,,,,,
1149,06/06/23 12:37:10 PM,111.1,111.6,21.08,,,,,
1150,06/06/23 12:37:15 PM,111.1,111.2,21.08,,,,,
1151,06/06/23 12:37:20 PM,111.2,111.2,21.08,,,,,
1152,06/06/23 12:37:25 PM,111.1,111.6,21.09,,,,,
1153,06/06/23 12:37:30 PM,111.1,111.6,21.08,,,,,
1154,06/06/23 12:37:35 PM,111.1,111.6,21.08,,,,,
1155,06/06/23 12:37:40 PM,111.1,111.6,21.08,,,,,
1156,06/06/23 12:37:45 PM,111.1,111.6,21.09,,,,,
1157,06/06/23 12:37:50 PM,111.1,111.6,21.08,,,,,
1158,06/06/23 12:37:55 PM,111.1,111.6,21.08,,,,,
1159,06/06/23 12:38:00 PM,111.1,111.6,21.08,,,,,
1160,06/06/23 12:38:05 PM,111.1,111.6,21.08,,,,,
1161,06/06/23 12:38:10 PM,111.1,111.6,21.09,,,,,
1162,06/06/23 12:38:15 PM,111.1,111.6,21.08,,,,,
1163,06/06/23 12:38:20 PM,111.1,111.6,21.09,,,,,
1164,06/06/23 12:38:25 PM,111.1,111.6,21.09,,,,,
1165,06/06/23 12:38:30 PM,111.1,111.6,21.09,,,,,
1166,06/06/23 12:38:35 PM,111.1,111.6,21.08,,,,,
1167,06/06/23 12:38:40 PM,111.1,111.6,21.08,,,,,
1168,06/06/23 12:38:45 PM,111.1,111.6,21.09,,,,,
1169,06/06/23 12:38:50 PM,111.1,111.6,21.09,,,,,
1170,06/06/23 12:38:55 PM,111.2,111.9,21.09,,,,,
1171,06/06/23 12:39:00 PM,111.2,111.6,21.09,,,,,
1172,06/06/23 12:39:05 PM,111.1,111.6,21.09,,,,,
1173,06/06/23 12:39:10 PM,111.1,111.6,21.08,,,,,
1174,06/06/23 12:39:15 PM,111.1,111.6,21.09,,,,,
1175,06/06/23 12:39:20 PM,111.1,111.6,21.09,,,,,
1176,06/06/23 12:39:25 PM,111.1,111.2,21.09,,,,,
1177,06/06/23 12:39:30 PM,111.2,111.6,21.09,,,,,
1178,06/06/23 12:39:35 PM,111.1,111.6,21.09,,,,,
1179,06/06/23 12:39:40 PM,111.2,111.6,21.09,,,,,
1180,06/06/23 12:39:45 PM,111.2,111.6,21.09,,,,,
1181,06/06/23 12:39:50 PM,111.2,111.6,21.09,,,,,
1182,06/06/23 12:39:55 PM,111.2,111.6,21.09,,,,,
1183,06/06/23 12:40:00 PM,111.1,111.6,21.11,,,,,
1184,06/06/23 12:40:05 PM,111.2,111.6,21.09,,,,,
1185,06/06/23 12:40:10 PM,111.2,111.6,21.09,,,,,
1186,06/06/23 12:40:15 PM,111.2,111.6,21.11,,,,,
1187,06/06/23 12:40:20 PM,111.2,111.6,21.11,,,,,
1188,06/06/23 12:40:25 PM,111.2,111.6,21.09,,,,,
1189,06/06/23 12:40:30 PM,111.1,111.6,21.09,,,,,
1190,06/06/23 12:40:35 PM,111.1,111.6,21.09,,,,,
1191,06/06/23 12:40:40 PM,111.2,111.6,21.11,,,,,
1192,06/06/23 12:40:45 PM,111.2,111.6,21.11,,,,,
1193,06/06/23 12:40:50 PM,111.2,111.6,21.11,,,,,
1194,06/06/23 12:40:55 PM,111.1,111.6,21.11,,,,,
1195,06/06/23 12:41:00 PM,111.1,111.6,21.09,,,,,
1196,06/06/23 12:41:05 PM,111.2,111.6,21.11,,,,,
1197,06/06/23 12:41:10 PM,111.2,111.6,21.11,,,,,
1198,06/06/23 12:41:15 PM,111.2,111.6,21.11,,,,,
1199,06/06/23 12:41:20 PM,111.2,111.6,21.11,,,,,
